tipnames	virus.subtype	collection.date	collection.datedecimal	collection.datemonth	collection.region.name	collection.country.name	collection.country.code	collection.country.lat	collection.country.long	collection.subdiv1.name	collection.subdiv1.code	collection.subdiv1.lat	collection.subdiv1.long	collection.original	collection.tipdate	cluster.number	host.order	tiplocation_lon	tiplocation_lat
H5N8.2344b.EPI_ISL_16405651.environment.japan.10.2020-11-09	H5N8	2020-11-09	2020.86	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / NA / NA / NA	2020-11-09	profile005	environment	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_17805910.environment.japan.10.2020-11-09	H5N8	2020-11-09	2020.86	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2020-11-09	profile005	environment	137.574137168765	37.3996665395305
H5N8.2344b.EPI_ISL_16405654.environment.japan.10.2020-11-09	H5N8	2020-11-09	2020.86	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / NA / NA / NA	2020-11-09	profile005	environment	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_17805857.environment.japan.10.2020-11-09	H5N8	2020-11-09	2020.86	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2020-11-09	profile005	environment	137.574137168765	37.3996665395305
H5N8.2344b.EPI_ISL_16405661.environment.japan.10.2020-11-23	H5N8	2020-11-23	2020.89	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / NA / NA / NA	2020-11-23	profile037	environment	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_17805861.environment.japan.10.2020-11-23	H5N8	2020-11-23	2020.89	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2020-11-23	profile037	environment	137.574137168765	37.3996665395305
H5N8.2344b.EPI_ISL_16405665.environment.japan.10.2020-11-30	H5N8	2020-11-30	2020.91	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / NA / NA / NA	2020-11-30	profile005	environment	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_17805826.environment.japan.10.2020-11-30	H5N8	2020-11-30	2020.91	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2020-11-30	profile005	environment	137.574137168765	37.3996665395305
H5N8.2344b.EPI_ISL_16405667.environment.japan.10.2020-11-30	H5N8	2020-11-30	2020.91	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / NA / NA / NA	2020-11-30	profile005	environment	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_17805841.environment.japan.10.2020-11-30	H5N8	2020-11-30	2020.91	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2020-11-30	profile005	environment	137.574137168765	37.3996665395305
H5N8.2344b.EPI_ISL_16405668.environment.japan.10.2020-11-30	H5N8	2020-11-30	2020.91	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / NA / NA / NA	2020-11-30	profile005	environment	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_17805849.environment.japan.10.2020-11-30	H5N8	2020-11-30	2020.91	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2020-11-30	profile005	environment	137.574137168765	37.3996665395305
H5N8.2344b.EPI_ISL_16405669.environment.japan.10.2020-11-30	H5N8	2020-11-30	2020.91	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / NA / NA / NA	2020-11-30	profile052	environment	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_17805918.environment.japan.10.2020-11-30	H5N8	2020-11-30	2020.91	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2020-11-30	profile052	environment	137.574137168765	37.3996665395305
H5N8.2344b.EPI_ISL_16405670.environment.japan.10.2020-12-07	H5N8	2020-12-07	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / NA / NA / NA	2020-12-07	profile005	environment	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_17805828.environment.japan.10.2020-12-07	H5N8	2020-12-07	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2020-12-07	profile005	environment	137.574137168765	37.3996665395305
H5N8.2344b.EPI_ISL_16405671.environment.japan.10.2020-12-07	H5N8	2020-12-07	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / NA / NA / NA	2020-12-07	profile005	environment	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_17805894.environment.japan.10.2020-12-07	H5N8	2020-12-07	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2020-12-07	profile005	environment	137.574137168765	37.3996665395305
H5N8.2344b.EPI_ISL_16405672.environment.japan.10.2020-12-07	H5N8	2020-12-07	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / NA / NA / NA	2020-12-07	profile005	environment	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_17805874.environment.japan.10.2020-12-07	H5N8	2020-12-07	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2020-12-07	profile005	environment	137.574137168765	37.3996665395305
H5N8.2344b.EPI_ISL_16405674.environment.japan.10.2020-12-07	H5N8	2020-12-07	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / NA / NA / NA	2020-12-07	profile005	environment	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_17805816.environment.japan.10.2020-12-07	H5N8	2020-12-07	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2020-12-07	profile005	environment	137.574137168765	37.3996665395305
H5N8.2344b.EPI_ISL_16405676.environment.japan.10.2020-12-21	H5N8	2020-12-21	2020.97	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / NA / NA / NA	2020-12-21	profile005	environment	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_17805914.environment.japan.10.2020-12-21	H5N8	2020-12-21	2020.97	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2020-12-21	profile005	environment	137.574137168765	37.3996665395305
H5N1.2344b.EPI_ISL_17950087.passeriformes.japan.2.2023-03-30	H5N1	2023-03-30	2023.24	2023-03-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Mukawa / NA	2023-03-30	profile001	passeriformes	142.542521870972	43.3824165431654
H5N1.NA.EPI_ISL_18066451.anseriformes.japan.NA.2023-02-09	H5N1	2023-02-09	2023.11	2023-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tochigi	jp.tc	36.6894768729176	139.818920628006	NA	2023-02-09	profileNA	anseriformes	139.818920628006	36.6894768729176
H5N1.2344b.EPI_ISL_17766057.carnivora.japan.15.2023-04-12	H5N1	2023-04-12	2023.28	2023-04-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Sapporo / NA	2023-04-12	profile023	carnivora	142.542521870972	43.3824165431654
H5N1.NA.EPI_ISL_17857959.carnivora.japan.NA.2023-02-20	H5N1	2023-02-20	2023.14	2023-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	NA	2023-02-20	profileNA	carnivora	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_17316965.passeriformes.japan.15.2023-03-13	H5N1	2023-03-13	2023.19	2023-03-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Sapporo / NA	2023-03-13	profile023	passeriformes	142.542521870972	43.3824165431654
H5N1.NA.EPI_ISL_18066453.passeriformes.japan.NA.2023-02-17	H5N1	2023-02-17	2023.13	2023-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	fukuoka	jp.fo	33.5256575241002	130.666678342289	NA	2023-02-17	profileNA	passeriformes	130.666678342289	33.5256575241002
H5N1.NA.EPI_ISL_18007230.passeriformes.japan.NA.2023-04-18	H5N1	2023-04-18	2023.29	2023-04-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	NA	2023-04-18	profileNA	passeriformes	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_16698060.galliformes.japan.15.2022-11-07	H5N1	2022-11-07	2022.85	2022-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Atuma / NA	2022-11-07	profile096	galliformes	142.542521870972	43.3824165431654
H5N1.NA.EPI_ISL_18284461.galliformes.japan.NA.2022-10-28	H5N1	2022-10-28	2022.82	2022-10-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	NA	2022-10-28	profileNA	galliformes	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_16698477.galliformes.japan.2.2023-01-11	H5N1	2023-01-11	2023.03	2023-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Date / NA	2023-01-11	profile001	galliformes	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_17075747.na.china.19.2023-02-10	H5N1	2023-02-10	2023.11	2023-02-01	eastern asia	china	chn	36.6848135465548	103.513718494908	jiangsu	cn.js	32.9645721858222	119.470797338049	Asia / China / Jiangsu Provice / NA / NA	2023-02-10	profile001	na	119.470797338049	32.9645721858222
H5N1.2344b.EPI_ISL_17606814.anseriformes.south_korea.22.2021-11-05	H5N1	2021-11-05	2021.84	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2021-11-05	profile009	anseriformes	127.140659781938	35.7159281817874
H5N1.2344b.EPI_ISL_17606833.galliformes.south_korea.22.2021-12-17	H5N1	2021-12-17	2021.96	2021-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2021-12-17	profile009	galliformes	127.181023197189	37.5315346337798
H5N1.2344b.EPI_ISL_17606855.anseriformes.south_korea.22.2022-02-08	H5N1	2022-02-08	2022.1	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / CB / NA / NA	2022-02-08	profile009	anseriformes	127.830446360213	36.737850075983
H5N1.2344b.EPI_ISL_17606817.anseriformes.south_korea.22.2022-01-13	H5N1	2022-01-13	2022.03	2022-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2022-01-13	profile009	anseriformes	126.847825775926	36.5298116066164
H5N1.2344b.EPI_ISL_17606818.anseriformes.south_korea.22.2022-02-08	H5N1	2022-02-08	2022.1	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2022-02-08	profile009	anseriformes	127.181023197189	37.5315346337798
H5N1.NA.EPI_ISL_18373236.anseriformes.south_korea.NA.2022-01-25	H5N1	2022-01-25	2022.07	2022-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2022-01-25	profileNA	anseriformes	127.784630688405	36.341057964317
H5N1.NA.EPI_ISL_18373246.pelecaniformes.south_korea.NA.2022-02-15	H5N1	2022-02-15	2022.12	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2022-02-15	profileNA	pelecaniformes	127.784630688405	36.341057964317
H5N1.2344b.EPI_ISL_17606849.galliformes.south_korea.22.2022-02-03	H5N1	2022-02-03	2022.09	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2022-02-03	profile009	galliformes	126.847825775926	36.5298116066164
H5N1.2344b.EPI_ISL_17606841.galliformes.south_korea.22.2022-01-21	H5N1	2022-01-21	2022.05	2022-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2022-01-21	profile009	galliformes	127.181023197189	37.5315346337798
H5N1.2344b.EPI_ISL_17606822.anseriformes.south_korea.22.2021-11-17	H5N1	2021-11-17	2021.88	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2021-11-17	profile033	anseriformes	126.897223705092	34.8733358026855
H5N1.NA.EPI_ISL_18373218.anseriformes.south_korea.NA.2021-11-16	H5N1	2021-11-16	2021.87	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2021-11-16	profileNA	anseriformes	127.784630688405	36.341057964317
H5N1.2344b.EPI_ISL_17606823.galliformes.south_korea.22.2021-11-21	H5N1	2021-11-21	2021.89	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / CB / NA / NA	2021-11-21	profile033	galliformes	127.830446360213	36.737850075983
H5N1.2344b.EPI_ISL_china_20230847.anseriformes.china.22.2021-12-02	H5N1	2021-12-02	2021.92	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	henan	cn.he	33.8761853651454	113.614527263456	Asia / China / Henan / NA / NA	2021-12-02	profile034	anseriformes	113.614527263456	33.8761853651454
H5N1.2344b.EPI_ISL_17606821.anseriformes.south_korea.22.2021-11-16	H5N1	2021-11-16	2021.87	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2021-11-16	profile034	anseriformes	126.897223705092	34.8733358026855
H5N1.2344b.EPI_ISL_17606844.anseriformes.south_korea.22.2022-01-25	H5N1	2022-01-25	2022.07	2022-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2022-01-25	profile012	anseriformes	127.140659781938	35.7159281817874
H5N1.2344b.EPI_ISL_17606829.anseriformes.south_korea.22.2021-12-13	H5N1	2021-12-13	2021.95	2021-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2021-12-13	profile012	anseriformes	126.897223705092	34.8733358026855
H5N1.2344b.EPI_ISL_17606850.galliformes.south_korea.22.2022-02-04	H5N1	2022-02-04	2022.09	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2022-02-04	profile012	galliformes	127.140659781938	35.7159281817874
H5N1.2344b.EPI_ISL_17606834.galliformes.south_korea.22.2021-12-20	H5N1	2021-12-20	2021.97	2021-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2021-12-20	profile012	galliformes	126.897223705092	34.8733358026855
H5N1.2344b.EPI_ISL_17606838.anseriformes.south_korea.22.2022-01-06	H5N1	2022-01-06	2022.01	2022-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2022-01-06	profile009	anseriformes	127.140659781938	35.7159281817874
H5N1.2344b.EPI_ISL_17606837.anseriformes.south_korea.22.2021-12-29	H5N1	2021-12-29	2021.99	2021-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2021-12-29	profile009	anseriformes	126.897223705092	34.8733358026855
H5N1.2344b.EPI_ISL_17606862.anseriformes.south_korea.22.2022-02-21	H5N1	2022-02-21	2022.14	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeongsangnam-do	kr.kn	35.3225325644814	128.261669154089	Asia / Korea / GN / NA / NA	2022-02-21	profile009	anseriformes	128.261669154089	35.3225325644814
H5N1.NA.EPI_ISL_18373227.anseriformes.south_korea.NA.2022-01-18	H5N1	2022-01-18	2022.05	2022-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2022-01-18	profileNA	anseriformes	127.784630688405	36.341057964317
H5N1.NA.EPI_ISL_15063427.galliformes.japan.NA.2021-12-30	H5N1	2021-12-30	2021.99	2021-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	ehime	jp.eh	33.6241552530827	132.855377949405	NA	2021-12-30	profileNA	galliformes	132.855377949405	33.6241552530827
H5N1.2344b.EPI_ISL_17606840.anseriformes.south_korea.22.2022-01-21	H5N1	2022-01-21	2022.05	2022-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / CB / NA / NA	2022-01-21	profile009	anseriformes	127.830446360213	36.737850075983
H5N1.2344b.EPI_ISL_17606860.galliformes.south_korea.22.2022-02-12	H5N1	2022-02-12	2022.12	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / CB / NA / NA	2022-02-12	profile009	galliformes	127.830446360213	36.737850075983
H5N8.2344b.EPI_ISL_china_4.galliformes.china.1.2021-06-26	H5N8	2021-06-26	2021.48	2021-06-01	eastern asia	china	chn	36.6848135465548	103.513718494908	anhui	cn.ah	31.8128943962267	117.235219497068	Asia / China / Anhui / NA / NA	2021-06-26	profile003	galliformes	117.235219497068	31.8128943962267
H5N2.2344b.EPI_ISL_china_9.anseriformes.china.101.2022-01-26	H5N2	2022-01-26	2022.07	2022-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hunan	cn.hn	27.5978523947888	111.713471439142	Asia / China / Hunan / NA / NA	2022-01-26	profile003	anseriformes	111.713471439142	27.5978523947888
H5N1.2344b.EPI_ISL_china_38.anseriformes.china.19.2022-06-18	H5N1	2022-06-18	2022.46	2022-06-01	eastern asia	china	chn	36.6848135465548	103.513718494908	qinghai	cn.qh	35.7553973024078	96.0028538289268	Asia / China / Qinghai / NA / NA	2022-06-18	profile001	anseriformes	96.0028538289268	35.7553973024078
H5N1.2344b.EPI_ISL_china_30.charadriiformes.china.19.2022-07-23	H5N1	2022-07-23	2022.56	2022-07-01	eastern asia	china	chn	36.6848135465548	103.513718494908	qinghai	cn.qh	35.7553973024078	96.0028538289268	Asia / China / Qinghai / NA / NA	2022-07-23	profile001	charadriiformes	96.0028538289268	35.7553973024078
H5N1.2344b.EPI_ISL_china_26.podicipediformes.china.19.2022-07-15	H5N1	2022-07-15	2022.53	2022-07-01	eastern asia	china	chn	36.6848135465548	103.513718494908	qinghai	cn.qh	35.7553973024078	96.0028538289268	Asia / China / Qinghai / NA / NA	2022-07-15	profile001	podicipediformes	96.0028538289268	35.7553973024078
H5N1.2344b.EPI_ISL_china_20230811.anseriformes.china.19.2021-11-18	H5N1	2021-11-18	2021.88	2021-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	Asia / China / Hubei / NA / NA	2021-11-18	profile001	anseriformes	112.277189482252	30.9806813015582
H5N1.2344b.EPI_ISL_china_2023089.anseriformes.china.22.2021-11-18	H5N1	2021-11-18	2021.88	2021-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	Asia / China / Hubei / NA / NA	2021-11-18	profile009	anseriformes	112.277189482252	30.9806813015582
H5N1.2344b.EPI_ISL_china_20230832.anseriformes.china.2.2021-10-20	H5N1	2021-10-20	2021.8	2021-10-01	eastern asia	china	chn	36.6848135465548	103.513718494908	ningxia hui	cn.nx	37.2602231520297	106.161545856493	Asia / China / Ningxia / NA / NA	2021-10-20	profile001	anseriformes	106.161545856493	37.2602231520297
H5N1.2344b.EPI_ISL_china_20230837.anseriformes.china.22.2021-10-16	H5N1	2021-10-16	2021.79	2021-10-01	eastern asia	china	chn	36.6848135465548	103.513718494908	nei mongol	cn.nm	44.083329648604	113.188484632426	Asia / China / Inner_Mongolia / _Mongolia / _Mongolia	2021-10-16	profile009	anseriformes	113.188484632426	44.083329648604
H5N1.2344b.EPI_ISL_china_20230841.anseriformes.china.19.2021-12-20	H5N1	2021-12-20	2021.97	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	nei mongol	cn.nm	44.083329648604	113.188484632426	Asia / China / Inner_Mongolia / _Mongolia / _Mongolia	2021-12-20	profile001	anseriformes	113.188484632426	44.083329648604
H5N1.2344b.EPI_ISL_china_20230848.anseriformes.china.19.2021-12-02	H5N1	2021-12-02	2021.92	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	henan	cn.he	33.8761853651454	113.614527263456	Asia / China / Henan / NA / NA	2021-12-02	profile001	anseriformes	113.614527263456	33.8761853651454
H5N1.NA.EPI_ISL_13352725.anseriformes.china.NA.2021-12-17	H5N1	2021-12-17	2021.96	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	henan	cn.he	33.8761853651454	113.614527263456	NA	2021-12-17	profileNA	anseriformes	113.614527263456	33.8761853651454
H5N1.NA.EPI_ISL_13352702.anseriformes.china.NA.2021-12-17	H5N1	2021-12-17	2021.96	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shanxi	cn.sx	37.5496375119255	112.274268590565	NA	2021-12-17	profileNA	anseriformes	112.274268590565	37.5496375119255
H5N1.2344b.EPI_ISL_china_20230854.suliformes.china.19.2021-12-01	H5N1	2021-12-01	2021.92	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	anhui	cn.ah	31.8128943962267	117.235219497068	Asia / China / Anhui / NA / NA	2021-12-01	profile001	suliformes	117.235219497068	31.8128943962267
H6N2.NA.EPI_ISL_14835726.anseriformes.south_korea.NA.2021-02-17	H6N2	2021-02-17	2021.13	2021-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2021-02-17	profileNA	anseriformes	127.784630688405	36.341057964317
H6N2.NA.EPI_ISL_1184535.anseriformes.russia.NA.2020-09-06	H6N2	2020-09-06	2020.68	2020-09-01	eastern asia	russia	rus	66.0376616061812	95.7970903417469	amur	ru.am	53.3792739842877	127.864757823425	NA	2020-09-06	profileNA	anseriformes	127.864757823425	53.3792739842877
H9N2.NA.EPI_ISL_1184529.anseriformes.russia.NA.2020-09-08	H9N2	2020-09-08	2020.69	2020-09-01	eastern asia	russia	rus	66.0376616061812	95.7970903417469	primor'ye	ru.pr	45.1678631698995	134.68956869269	NA	2020-09-08	profileNA	anseriformes	134.68956869269	45.1678631698995
H3N2.NA.EPI_ISL_16390400.environment.japan.NA.2020-12-07	H3N2	2020-12-07	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	NA	2020-12-07	profileNA	environment	130.419711465505	30.9949222722596
H3N2.NA.EPI_ISL_17805831.environment.japan.NA.2020-12-07	H3N2	2020-12-07	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	NA	2020-12-07	profileNA	environment	137.574137168765	37.3996665395305
H3N8.NA.EPI_ISL_1081359.anseriformes.russia.NA.2020-08-13	H3N8	2020-08-13	2020.61	2020-08-01	eastern asia	russia	rus	66.0376616061812	95.7970903417469	sakha	ru.sk	65.9630539564133	129.222962873484	NA	2020-08-13	profileNA	anseriformes	129.222962873484	65.9630539564133
H3N8.NA.EPI_ISL_16166667.anseriformes.china.NA.2019-10-08	H3N8	2019-10-08	2019.77	2019-10-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shandong	cn.sd	36.3536638777003	118.136153809721	NA	2019-10-08	profileNA	anseriformes	118.136153809721	36.3536638777003
NA.NA.EPI_ISL_14767420.anseriformes.united_states.NA.2019-10-05	NA	2019-10-05	2019.76	2019-10-01	northern america	united states	usa	44.75294654392	-103.651025114044	alaska	us.ak	63.9513927980493	-152.396756538795	NA	2019-10-05	profileNA	anseriformes	-152.396756538795	63.9513927980493
H4N6.NA.EPI_ISL_1632703.environment.japan.NA.2018-12-17	H4N6	2018-12-17	2018.96	2018-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	NA	2018-12-17	profileNA	environment	130.419711465505	30.9949222722596
H5N1.2344b.EPI_ISL_16676477.anseriformes.belgium.2.2022-01-17	H5N1	2022-01-17	2022.04	2022-01-01	western europe	belgium	bel	50.64017310615	4.66939027974939	vlaanderen	na	51.0391095671615	4.2420548599892	Europe / Belgium / Provincie Limburg / Maasmechelen / NA	2022-01-17	profile001	anseriformes	4.2420548599892	51.0391095671615
H5N1.2344b.EPI_ISL_14389133.charadriiformes.belgium.2.2022-01-06	H5N1	2022-01-06	2022.01	2022-01-01	western europe	belgium	bel	50.64017310615	4.66939027974939	vlaanderen	na	51.0391095671615	4.2420548599892	Europe / Belgium / Provincie Antwerpen / Kapellen / NA	2022-01-06	profile001	charadriiformes	4.2420548599892	51.0391095671615
H4N2.NA.EPI_ISL_4072140.anseriformes.south_korea.NA.2019-11-20	H4N2	2019-11-20	2019.88	2019-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2019-11-20	profileNA	anseriformes	127.784630688405	36.341057964317
H3N8.NA.EPI_ISL_15723924.environment.china.NA.2019-12-23	H3N8	2019-12-23	2019.98	2019-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangxi	cn.gx	23.82591453975	108.782865094166	NA	2019-12-23	profileNA	environment	108.782865094166	23.82591453975
