scientificName,class,order,family,vernacularName
Otomys anchietae,Mammalia,Rodentia,Muridae,angolan vlei rat
Eulemur fulvus,Mammalia,Primates,Lemuridae,brown lemur
Eligmodontia hirtipes,Mammalia,Rodentia,Cricetidae,NA
Dicrostonyx richardsoni,Mammalia,Rodentia,Cricetidae,richardson's collared lemming
Madromys blanfordi,Mammalia,Rodentia,Muridae,blanford's madromys
Paradipus ctenodactylus,Mammalia,Rodentia,Dipodidae,comb-toed jerboa
Rattus stoicus,Mammalia,Rodentia,Muridae,andaman archipelago rat
Margaretamys parvus,Mammalia,Rodentia,Muridae,lesser margaretamys
Saimiri macrodon,Mammalia,Primates,Cebidae,ecuadorian squirrel monkey
Dactylomys peruanus,Mammalia,Rodentia,Echimyidae,montane bamboo rat
Pseudochirulus caroli,Mammalia,Diprotodontia,Pseudocheiridae,weyland ringtail
Paraxerus vincenti,Mammalia,Rodentia,Sciuridae,vincent's bush squirrel
Pseudochirulus larvatus,Mammalia,Diprotodontia,Pseudocheiridae,masked ringtail
Sicista caudata,Mammalia,Rodentia,Dipodidae,far eastern birch mouse
Lemniscomys zebra,Mammalia,Rodentia,Muridae,heuglin's lemniscomys
Dicrostonyx groenlandicus,Mammalia,Rodentia,Cricetidae,collared lemming
Neodon fuscus,Mammalia,Rodentia,Cricetidae,NA
Eulemur rubriventer,Mammalia,Primates,Lemuridae,red-bellied lemur
Hypogeomys antimena,Mammalia,Rodentia,Nesomyidae,malagasy giant rat
Podoxymys roraimae,Mammalia,Rodentia,Cricetidae,roraima akodont
Bunomys andrewsi,Mammalia,Rodentia,Muridae,andrew's bunomys
Molossus coibensis,Mammalia,Chiroptera,Molossidae,coiban mastiff bat
Wiedomys pyrrhorhinos,Mammalia,Rodentia,Cricetidae,red-nosed mouse
Dendromus kahuziensis,Mammalia,Rodentia,Nesomyidae,mt kahuzi african climbing mouse
Phyllomys mantiqueirensis,Mammalia,Rodentia,Echimyidae,mantiqueira atlantic tree-rat
Molossus bondae,Mammalia,Chiroptera,Molossidae,bonda mastiff bat
Ateles paniscus,Mammalia,Primates,Atelidae,black spider monkey
Thomasomys hudsoni,Mammalia,Rodentia,Cricetidae,hudson's thomaomys
Propithecus deckenii,Mammalia,Primates,Indriidae,decken's sifaka
Phloeomys pallidus,Mammalia,Rodentia,Muridae,northern luzon phloeomys
Spalax giganteus,Mammalia,Rodentia,Spalacidae,giant blind mole rat
Auliscomys sublimis,Mammalia,Rodentia,Cricetidae,andean big-eared mouse
Lepilemur ahmansoni,Mammalia,Primates,Lepilemuridae,ahmanson's sportive lemur
Necromys lactens,Mammalia,Rodentia,Cricetidae,rufous-bellied bolo mouse
Lepilemur mittermeieri,Mammalia,Primates,Lepilemuridae,mittermeier's sportive lemur
Urocitellus undulatus,Mammalia,Rodentia,Sciuridae,long-tailed ground squirrel
Eupetaurus cinereus,Mammalia,Rodentia,Sciuridae,woolly flying squirrel
Geocapromys brownii,Mammalia,Rodentia,Capromyidae,jamaician hutia
Grammomys dolichurus,Mammalia,Rodentia,Muridae,common grammomys
Oxymycterus hiska,Mammalia,Rodentia,Cricetidae,small hocicudo
Hyperacrius fertilis,Mammalia,Rodentia,Cricetidae,subalpine kashmir vole
Callicebus barbarabrownae,Mammalia,Primates,Pitheciidae,barbara brown's titi
Otomys dartmouthi,Mammalia,Rodentia,Muridae,ruwenzori vlei rat
Musseromys inopinatus,Mammalia,Rodentia,Muridae,NA
Hylaeamys yunganus,Mammalia,Rodentia,Cricetidae,amazonian oryzomys
Pseudomys calabyi,Mammalia,Rodentia,Muridae,kakadu pebble-mound pseudomys
Hylomyscus parvus,Mammalia,Rodentia,Muridae,lesser hylomyscus
Sundasciurus hoogstraali,Mammalia,Rodentia,Sciuridae,busuanga squirrel
Propithecus coquereli,Mammalia,Primates,Indriidae,coquerel's sifaka
Brucepattersonius griserufescens,Mammalia,Rodentia,Cricetidae,gray-bellied akodont
Cynomops milleri,Mammalia,Chiroptera,Molossidae,miller's dog-faced bat
Eligmodontia moreni,Mammalia,Rodentia,Cricetidae,monte gerbil mouse
Epomophorus anselli,Mammalia,Chiroptera,Pteropodidae,ansell's epauletted fruit bat
Microdillus peeli,Mammalia,Rodentia,Muridae,somali pygmy gerbil
Lepilemur aeeclis,Mammalia,Primates,Lepilemuridae,antafia sportive lemur
Sorex coronatus,Mammalia,Soricomorpha,Soricidae,crowned shrew
Tomopeas ravus,Mammalia,Chiroptera,Molossidae,blunt-eared bat
Cricetulus sokolovi,Mammalia,Rodentia,Cricetidae,sokolov's dwarf hamster
Thomasomys bombycinus,Mammalia,Rodentia,Cricetidae,silky oldfield mouse
Aethomys kaiseri,Mammalia,Rodentia,Muridae,kaiser's aethomys
Cynopterus brachyotis,Mammalia,Chiroptera,Pteropodidae,lesser short-nosed fruit bat
Lampronycteris brachyotis,Mammalia,Chiroptera,Phyllostomidae,orange-throated bat
Apodemus speciosus,Mammalia,Rodentia,Muridae,large japanese field mouse
Plecturocebus olallae,Mammalia,Primates,Pitheciidae,olalla brother's titi
Rhipidomys macconnelli,Mammalia,Rodentia,Cricetidae,macconnell's climbing mouse
Rhizomys pruinosus,Mammalia,Rodentia,Spalacidae,hoary bamboo rat
Hydrochoerus isthmius,Mammalia,Rodentia,Caviidae,lesser capybara
Murina aenea,Mammalia,Chiroptera,Vespertilionidae,bronze tube-nosed bat
Sorex shinto,Mammalia,Soricomorpha,Soricidae,shinto shrew
Abeomelomys sevia,Mammalia,Rodentia,Muridae,papuan abeomelomys
Rattus everetti,Mammalia,Rodentia,Muridae,philippine forest rat
Ichthyomys tweedii,Mammalia,Rodentia,Cricetidae,tweedy's crab-eating rat
Chaerephon atsinanana,Mammalia,Chiroptera,Molossidae,madagascar free-tailed bat
Melomys fraterculus,Mammalia,Rodentia,Muridae,manusela melomys
Peromyscus fraterculus,Mammalia,Rodentia,Cricetidae,northern baja deermouse
Spermophilus ralli,Mammalia,Rodentia,Sciuridae,tien shan ground squirrel
Alouatta arctoidea,Mammalia,Primates,Atelidae,ursine red howler
Tachyoryctes ibeanus,Mammalia,Rodentia,Spalacidae,kenyan african mole rat
Leporillus apicalis,Mammalia,Rodentia,Muridae,lesser stick-nest rat
Eumops wilsoni,Mammalia,Chiroptera,Molossidae,wilson's bonneted bat
Oligoryzomys andinus,Mammalia,Rodentia,Cricetidae,andean colilargo
Prometheomys schaposchnikowi,Mammalia,Rodentia,Cricetidae,long-clawed mole vole
Taeromys arcuatus,Mammalia,Rodentia,Muridae,southeastern mountain taeromys
Niviventer cameroni,Mammalia,Rodentia,Muridae,cameron highlands niviventer
Cerradomys scotti,Mammalia,Rodentia,Cricetidae,lindbergh's oryzomys
Leptomys arfakensis,Mammalia,Rodentia,Muridae,NA
Chionomys gud,Mammalia,Rodentia,Cricetidae,caucasian snow vole
Peromyscus mekisturus,Mammalia,Rodentia,Cricetidae,puebla deer mouse
Cremnomys cutchicus,Mammalia,Rodentia,Muridae,cutch cremnomys
Pteropus cognatus,Mammalia,Chiroptera,Pteropodidae,makira flying fox
Pteropus melanopogon,Mammalia,Chiroptera,Pteropodidae,black-bearded flying fox
Petinomys fuscocapillus,Mammalia,Rodentia,Sciuridae,travancore flying squirrel
Macropus rufogriseus,Mammalia,Diprotodontia,Macropodidae,red-necked wallaby
Otomops papuensis,Mammalia,Chiroptera,Molossidae,big-eared mastiff bat
Pithecia aequatorialis,Mammalia,Primates,Pitheciidae,equatorial saki
Microcebus lehilahytsara,Mammalia,Primates,Cheirogaleidae,goodman's mouse lemur
Plecturocebus grovesi,Mammalia,Primates,Pitheciidae,groves' titi
Niviventer excelsior,Mammalia,Rodentia,Muridae,sichuan niviventer
Notomys amplus,Mammalia,Rodentia,Muridae,short-tailed hopping mouse
Oxymycterus josei,Mammalia,Rodentia,Cricetidae,cook's hocicudo
Microcebus bongolavensis,Mammalia,Primates,Cheirogaleidae,bongolava mouse lemur
Cryptomys foxi,Mammalia,Rodentia,Bathyergidae,nigerian mole-rat
Cebus olivaceus,Mammalia,Primates,Cebidae,guianan weeper capuchin
Mormopterus phrudus,Mammalia,Chiroptera,Molossidae,incan little mastiff bat
Macropus dorsalis,Mammalia,Diprotodontia,Macropodidae,black-striped wallaby
Trinomys yonenagae,Mammalia,Rodentia,Echimyidae,yonenaga's atlantic spiny-rat
Pteromyscus pulverulentus,Mammalia,Rodentia,Sciuridae,smoky flying squirrel
Pteronotus fulvus,Mammalia,Chiroptera,Mormoopidae,thomas's naked-backed bat
Pteropus howensis,Mammalia,Chiroptera,Pteropodidae,ontong java flying fox
Peromyscus polius,Mammalia,Rodentia,Cricetidae,chihuahuan deermouse
Heteromys gaumeri,Mammalia,Rodentia,Heteromyidae,gaumer's spiny pocket mouse
Rattus norvegicus,Mammalia,Rodentia,Muridae,brown rat
Allactodipus bobrinskii,Mammalia,Rodentia,Dipodidae,bobrinski's jerboa
Peromyscus keeni,Mammalia,Rodentia,Cricetidae,keen's mouse
Murina gracilis,Mammalia,Chiroptera,Vespertilionidae,delicate tube-nosed bat
Oecomys phaeotis,Mammalia,Rodentia,Cricetidae,dusky arboreal rice rat
Steatomys opimus,Mammalia,Rodentia,Nesomyidae,pousargues's african fat mouse
Graphiurus nagtglasii,Mammalia,Rodentia,Gliridae,nagtglas's african dormouse
Isothrix bistriata,Mammalia,Rodentia,Echimyidae,yellow-crowned brush-tailed rat
Hylobates moloch,Mammalia,Primates,Hylobatidae,moloch gibbon
Hylopetes platyurus,Mammalia,Rodentia,Sciuridae,gray-cheeked flying squirrel
Pteronotus quadridens,Mammalia,Chiroptera,Mormoopidae,sooty mustached bat
Neodon irene,Mammalia,Rodentia,Cricetidae,chinese scrub vole
Maxomys whiteheadi,Mammalia,Rodentia,Muridae,whitehead's sundaic maxomys
Megadontomys nelsoni,Mammalia,Rodentia,Cricetidae,nelson's big-toothed deermouse
Rattus koopmani,Mammalia,Rodentia,Muridae,koopman's peleng island rat
Arvicanthis niloticus,Mammalia,Rodentia,Muridae,african arvicanthis
Eumops chiribaya,Mammalia,Chiroptera,Molossidae,chiribaya's bonneted bat
Microtus abbreviatus,Mammalia,Rodentia,Cricetidae,insular vole
Loris tardigradus,Mammalia,Primates,Lorisidae,red slender loris
Erethizon dorsatus,Mammalia,Rodentia,Erethizontidae,north american porcupine
Tachyoryctes rex,Mammalia,Rodentia,Spalacidae,king african mole rat
Rheomys raptor,Mammalia,Rodentia,Cricetidae,goldman's ichthyomyine
Plecturocebus miltoni,Mammalia,Primates,Pitheciidae,milton's titi
Apomys microdon,Mammalia,Rodentia,Muridae,small luzon apomys
Megaerops niphanae,Mammalia,Chiroptera,Pteropodidae,ratanaworabhan's fruit bat
Thomasomys kalinowskii,Mammalia,Rodentia,Cricetidae,kalinowski's oldfield mouse
Steatomys pratensis,Mammalia,Rodentia,Nesomyidae,common african fat mouse
Chaerephon jobensis,Mammalia,Chiroptera,Molossidae,greater northern free-tailed bat
Kerivoula pellucida,Mammalia,Chiroptera,Vespertilionidae,clear-winged woolly bat
Pseudomys albocinereus,Mammalia,Rodentia,Muridae,ash-gray pseudomys
Chelemys macronyx,Mammalia,Rodentia,Cricetidae,andean long-clawed akodont
Ozimops lumsdenae,Mammalia,Chiroptera,Molossidae,lumsden's free-tailed bat
Calomys venustus,Mammalia,Rodentia,Cricetidae,córdoba laucha
Avahi mooreorum,Mammalia,Primates,Indriidae,masoala woolly lemur
Callospermophilus madrensis,Mammalia,Rodentia,Sciuridae,sierra madre ground squirrel
Sundasciurus steerii,Mammalia,Rodentia,Sciuridae,southern palawan tree squirrel
Proechimys trinitatis,Mammalia,Rodentia,Echimyidae,trinidad spiny-rat
Sorex pribilofensis,Mammalia,Soricomorpha,Soricidae,pribilof island shrew
Zyzomys argurus,Mammalia,Rodentia,Muridae,common australian rock rat
Rattus richardsoni,Mammalia,Rodentia,Muridae,richardson's new guinea mountain rat
Nephelomys caracolus,Mammalia,Rodentia,Cricetidae,costa central oryzomys
Sooretamys angouya,Mammalia,Rodentia,Cricetidae,angouya oryzomys
Haeromys minahassae,Mammalia,Rodentia,Muridae,lowland sulawesi haeromys
Mesocapromys angelcabrerai,Mammalia,Rodentia,Capromyidae,cabrera's hutia
Cavia porcellus,Mammalia,Rodentia,Caviidae,domesticated guinea pig
Urocitellus beldingi,Mammalia,Rodentia,Sciuridae,belding's ground squirrel
Hapalemur meridionalis,Mammalia,Primates,Lemuridae,southern bamboo lemur
Lundomys molitor,Mammalia,Rodentia,Cricetidae,lund's amphibious rat
Taterillus gracilis,Mammalia,Rodentia,Muridae,gracile tateril
Pogonomys sylvestris,Mammalia,Rodentia,Muridae,gray-bellied pogonomys
Kerivoula cuprosa,Mammalia,Chiroptera,Vespertilionidae,copper woolly bat
Eumops maurus,Mammalia,Chiroptera,Molossidae,guianan bonneted bat
Makalata obscura,Mammalia,Rodentia,Echimyidae,dark armored tree-rat
Dendromus vernayi,Mammalia,Rodentia,Nesomyidae,vernay's african climbing mouse
Thomasomys taczanowskii,Mammalia,Rodentia,Cricetidae,taczanowski's oldfield mouse
Cynomops abrasus,Mammalia,Chiroptera,Molossidae,cinnamon dog-faced bat
Batomys dentatus,Mammalia,Rodentia,Muridae,large-toothed batomys
Brachyuromys betsileoensis,Mammalia,Rodentia,Nesomyidae,betsileo short-tailed rat
Lepilemur microdon,Mammalia,Primates,Lepilemuridae,small-toothed sportive lemur
Microtus richardsoni,Mammalia,Rodentia,Cricetidae,north american water vole
Sicista tianshanica,Mammalia,Rodentia,Dipodidae,tien shan birch mouse
Desmomys yaldeni,Mammalia,Rodentia,Muridae,yalden's desmomys
Rattus morotaiensis,Mammalia,Rodentia,Muridae,halmahara rat
Neacomys tenuipes,Mammalia,Rodentia,Cricetidae,narrow-footed bristly mouse
Maxomys hellwaldii,Mammalia,Rodentia,Muridae,hellwald's sulawesi maxomys
Myodes californicus,Mammalia,Rodentia,Cricetidae,california red-backed mouse
Lonchorhina orinocensis,Mammalia,Chiroptera,Phyllostomidae,orinoco sword-nosed bat
Paraxerus boehmi,Mammalia,Rodentia,Sciuridae,boehm's bush squirrel
Echimys chrysurus,Mammalia,Rodentia,Echimyidae,white-faced spiny tree-rat
Cebus yuracus,Mammalia,Primates,Cebidae,marañón white-fronted capuchin
Arvicola amphibius,Mammalia,Rodentia,Cricetidae,eurasian water vole
Mormopterus francoismoutoui,Mammalia,Chiroptera,Molossidae,reunion little mastiff bat
Nesoryzomys swarthi,Mammalia,Rodentia,Cricetidae,santiago galapagos mouse
Rhabdomys pumilio,Mammalia,Rodentia,Muridae,xeric four-striped grass rat
Melomys caurinus,Mammalia,Rodentia,Muridae,short-tailed talaud melomys
Eremodipus lichtensteini,Mammalia,Rodentia,Dipodidae,lichtenstein's jerboa
Baiyankamys shawmayeri,Mammalia,Rodentia,Muridae,NA
Otomys tropicalis,Mammalia,Rodentia,Muridae,east african vlei rat
Phyllotis amicus,Mammalia,Rodentia,Cricetidae,friendly leaf-eared mouse
Chiropodomys gliroides,Mammalia,Rodentia,Muridae,indomalayan pencil-tailed tree mouse
Pteropus anetianus,Mammalia,Chiroptera,Pteropodidae,vanauatu flying fox
Hoolock hoolock,Mammalia,Primates,Hylobatidae,western hoolock gibbon
Graphiurus crassicaudatus,Mammalia,Rodentia,Gliridae,jentink's dormouse
Thrichomys inermis,Mammalia,Rodentia,Echimyidae,highlands punaré
Rhipidomys modicus,Mammalia,Rodentia,Cricetidae,peruvian rhipidomys
Papagomys theodorverhoeveni,Mammalia,Rodentia,Muridae,theodore verhoeven's papagomys
Sapajus flavius,Mammalia,Primates,Cebidae,blond capuchin
Oligoryzomys brendae,Mammalia,Rodentia,Cricetidae,brenda's colilargo
Phaner pallescens,Mammalia,Primates,Cheirogaleidae,pale fork-crowned lemur
Petaurillus emiliae,Mammalia,Rodentia,Sciuridae,lesser pygmy flying squirrel
Amblyrhiza inundata,Mammalia,Rodentia,Heptaxodontidae,blunt-toothed giant hutia
Pteropus rayneri,Mammalia,Chiroptera,Pteropodidae,solomons flying fox
Dasymys rufulus,Mammalia,Rodentia,Muridae,west african dasymys
Peromyscus eva,Mammalia,Rodentia,Cricetidae,eva's desert mouse
Pseudohydromys berniceae,Mammalia,Rodentia,Muridae,bishop moss-mouse
Isolobodon portoricensis,Mammalia,Rodentia,Capromyidae,puerto rican hutia
Pithecheir melanurus,Mammalia,Rodentia,Muridae,javan pithecheir
Heteromys teleus,Mammalia,Rodentia,Heteromyidae,ecuadoran spiny pocket mouse
Thallomys paedulcus,Mammalia,Rodentia,Muridae,acacia thallomys
Oligoryzomys nigripes,Mammalia,Rodentia,Cricetidae,black-footed colilargo
Lemniscomys linulus,Mammalia,Rodentia,Muridae,senegal lemniscomys
Sorex ornatus,Mammalia,Soricomorpha,Soricidae,ornate shrew
Proechimys decumanus,Mammalia,Rodentia,Echimyidae,pacific spiny-rat
Spermophilus fulvus,Mammalia,Rodentia,Sciuridae,yellow ground squirrel
Funisciurus lemniscatus,Mammalia,Rodentia,Sciuridae,ribboned rope squirrel
Pithecia rylandsi,Mammalia,Primates,Pitheciidae,ryland's bald-faced saki
Aepeomys reigi,Mammalia,Rodentia,Cricetidae,reig's aepeomys
Melomys rubicola,Mammalia,Rodentia,Muridae,bramble cay melomys
Habromys chinanteco,Mammalia,Rodentia,Cricetidae,chinanteco deermouse
Pseudomys pilligaensis,Mammalia,Rodentia,Muridae,pilliga pseudomys
Kerivoula depressa,Mammalia,Chiroptera,Vespertilionidae,flat-skulled woolly bat
Megaerops albicollis,Mammalia,Chiroptera,Pteropodidae,white-collared fruit bat
Otomys thomasi,Mammalia,Rodentia,Muridae,NA
Sorex minutus,Mammalia,Soricomorpha,Soricidae,eurasian pygmy shrew
Murina tenebrosa,Mammalia,Chiroptera,Vespertilionidae,gloomy tube-nosed bat
Myospalax myospalax,Mammalia,Rodentia,Spalacidae,altai zokor
Scotinomys xerampelinus,Mammalia,Rodentia,Cricetidae,chiriqui brown mouse
Apodemus draco,Mammalia,Rodentia,Muridae,south china field mouse
Dobsonia pannietensis,Mammalia,Chiroptera,Pteropodidae,panniet naked-backed fruit bat
Apodemus chevrieri,Mammalia,Rodentia,Muridae,chevrier's field mouse
Murina tubinaris,Mammalia,Chiroptera,Vespertilionidae,scully's tube-nosed bat
Sorex milleri,Mammalia,Soricomorpha,Soricidae,carmen mountain shrew
Ptenochirus wetmorei,Mammalia,Chiroptera,Pteropodidae,mindanao fruit bat
Peromyscus gossypinus,Mammalia,Rodentia,Cricetidae,cotton deermouse
Pseudomys patrius,Mammalia,Rodentia,Muridae,eastern pebble-mound pseudomys
Graomys griseoflavus,Mammalia,Rodentia,Cricetidae,common pericote
Melomys rufescens,Mammalia,Rodentia,Muridae,black-tailed melomys
Pithecia mittermeieri,Mammalia,Primates,Pitheciidae,mittermeier's tapajós saki
Saimiri sciureus,Mammalia,Primates,Cebidae,common squirrel monkey
Funisciurus isabella,Mammalia,Rodentia,Sciuridae,lady burton's rope squirrel
Sorex nanus,Mammalia,Soricomorpha,Soricidae,dwarf shrew
Lemniscomys hoogstraali,Mammalia,Rodentia,Muridae,hoogstraal's lemniscomys
Oligoryzomys vegetus,Mammalia,Rodentia,Cricetidae,sprightly colilargo
Chaerephon pusillus,Mammalia,Chiroptera,Molossidae,seychelles free-tailed bat
Thallomys shortridgei,Mammalia,Rodentia,Muridae,shortridge's thallomys
Pithecheirops otion,Mammalia,Rodentia,Muridae,bornean pithecheirops
Pseudohydromys eleanorae,Mammalia,Rodentia,Muridae,laurie's moss-mouse
Peromyscus dickeyi,Mammalia,Rodentia,Cricetidae,dickey's deermouse
Dephomys defua,Mammalia,Rodentia,Muridae,defua dephomys
Epomophorus minor,Mammalia,Chiroptera,Pteropodidae,minor epauletted fruit bat
Pteropus rufus,Mammalia,Chiroptera,Pteropodidae,madagascan flying fox
Quemisia gravis,Mammalia,Rodentia,Heptaxodontidae,twisted-toothed giant hutia
Iomys sipora,Mammalia,Rodentia,Sciuridae,mentawai flying squirrel
Coendou bicolor,Mammalia,Rodentia,Erethizontidae,bicolored-spined porcupine
Phaner parienti,Mammalia,Primates,Cheirogaleidae,pariente's fork-crowned lemur
Oecomys catherinae,Mammalia,Rodentia,Cricetidae,atlantic forest oecomys
Parahydromys asper,Mammalia,Rodentia,Muridae,new guinea waterside rat
Salinomys delicatus,Mammalia,Rodentia,Cricetidae,delicate salinomys
Proechimys roberti,Mammalia,Rodentia,Echimyidae,roberto's spiny-rat
Hoolock leuconedys,Mammalia,Primates,Hylobatidae,eastern hoolock gibbon
Pteropus alecto,Mammalia,Chiroptera,Pteropodidae,black flying fox
Cebus castaneus,Mammalia,Primates,Cebidae,chestnut weeper capuchin
Chiropodomys calamianensis,Mammalia,Rodentia,Muridae,palawan pencil-tailed tree mouse
Phyllotis andium,Mammalia,Rodentia,Cricetidae,andean leaf-eared mouse
Scapteromys meridionalis,Mammalia,Rodentia,Cricetidae,plateau swamp rat
Voalavo antsahabensis,Mammalia,Rodentia,Nesomyidae,NA
Jaculus blanfordi,Mammalia,Rodentia,Dipodidae,blanford's jerboa
Melomys bannisteri,Mammalia,Rodentia,Muridae,great key island melomys
Rattus xanthurus,Mammalia,Rodentia,Muridae,northeastern xanthurus rat
Gerbillus burtoni,Mammalia,Rodentia,Muridae,burton's gerbil
Nesoryzomys indefessus,Mammalia,Rodentia,Cricetidae,indefatigable galapagos mouse
Arvicola scherman,Mammalia,Rodentia,Cricetidae,montane water vole
Paraxerus cepapi,Mammalia,Rodentia,Sciuridae,smith's bush squirrel
Lonchorhina marinkellei,Mammalia,Chiroptera,Phyllostomidae,marinkelle's sword-nosed bat
Pteropus admiralitatum,Mammalia,Chiroptera,Pteropodidae,admiralty flying fox
Myodes andersoni,Mammalia,Rodentia,Cricetidae,anderson's red-backed vole
Maxomys dollmani,Mammalia,Rodentia,Muridae,dollman's sulawesi maxomys
Rattus nativitatis,Mammalia,Rodentia,Muridae,christmas island rat
Diplothrix legata,Mammalia,Rodentia,Muridae,ryukyu islands tree rat
Sicista subtilis,Mammalia,Rodentia,Dipodidae,southern birch mouse
Lepilemur leucopus,Mammalia,Primates,Lepilemuridae,white-footed sportive lemur
Brachyuromys ramirohitra,Mammalia,Rodentia,Nesomyidae,greater short-tailed rat
Plecturocebus stephennashi,Mammalia,Primates,Pitheciidae,stephen nash's titi
Batomys granti,Mammalia,Rodentia,Muridae,luzon batomys
Cynomops greenhalli,Mammalia,Chiroptera,Molossidae,greenhall's dog-faced bat
Thomasomys vestitus,Mammalia,Rodentia,Cricetidae,dressy oldfield mouse
Dendromus oreas,Mammalia,Rodentia,Nesomyidae,cameroon african climbing mouse
Makalata occasius,Mammalia,Rodentia,Echimyidae,bare-tailed armored tree-rat
Pogonomys macrourus,Mammalia,Rodentia,Muridae,chestnut pogonomys
Taterillus harringtoni,Mammalia,Rodentia,Muridae,harrington's gerbil
Megaoryzomys curioi,Mammalia,Rodentia,Cricetidae,galápagos giant rat
Lepilemur petteri,Mammalia,Primates,Lepilemuridae,petter's sportive lemur
Urocitellus brunneus,Mammalia,Rodentia,Sciuridae,idaho ground squirrel
Cavia magna,Mammalia,Rodentia,Caviidae,greater guinea pig
Mesocapromys auritus,Mammalia,Rodentia,Capromyidae,large-eared hutia
Rousettus spinalatus,Mammalia,Chiroptera,Pteropodidae,bare-backed rousette
Haeromys margarettae,Mammalia,Rodentia,Muridae,margaret's haeromys
Transandinomys bolivaris,Mammalia,Rodentia,Cricetidae,bolivar rice rat
Nephelomys auriventer,Mammalia,Rodentia,Cricetidae,ecuadorean rice rat
Rattus pyctoris,Mammalia,Rodentia,Muridae,himalayan rat
Zelotomys woosnami,Mammalia,Rodentia,Muridae,woosnam's zelotomys
Hydromys hussoni,Mammalia,Rodentia,Muridae,husson's water rat
Sorex jacksoni,Mammalia,Soricomorpha,Soricidae,st. lawrence island shrew
Proechimys steerei,Mammalia,Rodentia,Echimyidae,steere's spiny-rat
Sundasciurus samarensis,Mammalia,Rodentia,Sciuridae,samar squirrel
Otospermophilus variegatus,Mammalia,Rodentia,Sciuridae,rock squirrel
Avahi peyrierasi,Mammalia,Primates,Indriidae,peyrieras's woolly lemur
Calomys tocantinsi,Mammalia,Rodentia,Cricetidae,tocantins laucha
Ozimops kitcheneri,Mammalia,Chiroptera,Molossidae,south-western free-tailed bat
Chelemys megalonyx,Mammalia,Rodentia,Cricetidae,large long-clawed akodont
Pseudomys apodemoides,Mammalia,Rodentia,Muridae,silky pseudomys
Submyotodon moupinensis,Mammalia,Chiroptera,Vespertilionidae,moupin broad-muzzled bat
Kerivoula phalaena,Mammalia,Chiroptera,Vespertilionidae,spurrell's trumpet-eared bat
Sorex alpinus,Mammalia,Soricomorpha,Soricidae,alpine shrew
Chaerephon gallagheri,Mammalia,Chiroptera,Molossidae,gallagher's free-tailed bat
Allocricetulus curtatus,Mammalia,Rodentia,Cricetidae,mongolian hamster
Megaerops kusnotoi,Mammalia,Chiroptera,Pteropodidae,javan tailless fruit bat
Apomys littoralis,Mammalia,Rodentia,Muridae,mindanao lowland apomys
Rheomys thomasi,Mammalia,Rodentia,Cricetidae,thomas' ichthyomyine
Tachyoryctes naivashae,Mammalia,Rodentia,Spalacidae,naivasha mole rat
Sphiggurus ichillus,Mammalia,Rodentia,Erethizontidae,streaked dwarf porcupine
Nycticebus coucang,Mammalia,Primates,Lorisidae,malayasian slow loris
Arvicanthis ansorgei,Mammalia,Rodentia,Muridae,sudanian arvicanthis
Rattus jobiensis,Mammalia,Rodentia,Muridae,yapen island rat
Megadontomys cryophilus,Mammalia,Rodentia,Cricetidae,oaxaca giant deer mouse
Pteronotus parnellii,Mammalia,Chiroptera,Mormoopidae,common mustached bat
Phoniscus atrox,Mammalia,Chiroptera,Vespertilionidae,gilded groove-toothed bat
Petinomys mindanensis,Mammalia,Rodentia,Sciuridae,mindanao flying squirrel
Isothrix pagurus,Mammalia,Rodentia,Echimyidae,plain brush-tailed rat
Steatomys bocagei,Mammalia,Rodentia,Nesomyidae,bocage's african fat mouse
Oecomys roberti,Mammalia,Rodentia,Cricetidae,robert's arboreal rice rat
Murina bicolor,Mammalia,Chiroptera,Vespertilionidae,bicolored tube-nosed bat
Desmodillus auricularis,Mammalia,Rodentia,Muridae,cape short-tailed gerbil
Rattus exulans,Mammalia,Rodentia,Muridae,little rat
Halmaheramys bokimekot,Mammalia,Rodentia,Muridae,spiny boki mekot rat
Otomys simiensis,Mammalia,Rodentia,Muridae,simien vlei rat
Heteromys desmarestianus,Mammalia,Rodentia,Heteromyidae,desmarest's spiny pocket mouse
Peromyscus perfulvus,Mammalia,Rodentia,Cricetidae,marsh mouse
Colomys goslingi,Mammalia,Rodentia,Muridae,african wading rat
Pteropus ualanus,Mammalia,Chiroptera,Pteropodidae,kosrae flying fox
Pteropus hypomelanus,Mammalia,Chiroptera,Pteropodidae,island flying fox
Pteromys volans,Mammalia,Rodentia,Sciuridae,siberian flying squirrel
Capromys gundlachianus,Mammalia,Rodentia,Capromyidae,archipiélago de sabana hutia
Macropus eugenii,Mammalia,Diprotodontia,Macropodidae,tammar wallaby
Saimiri boliviensis,Mammalia,Primates,Cebidae,black-capped squirrel monkey
Cryptomys hottentotus,Mammalia,Rodentia,Bathyergidae,southern african mole-rat
Microcebus danfossi,Mammalia,Primates,Cheirogaleidae,ambarijeby mouse lemur
Oxymycterus dasytrichus,Mammalia,Rodentia,Cricetidae,atlantic forest hocicudo
Notomys alexis,Mammalia,Rodentia,Muridae,spinifex hopping mouse
Niviventer fulvescens,Mammalia,Rodentia,Muridae,chestnut rat
Microcebus gerpi,Mammalia,Primates,Cheirogaleidae,gerp's mouse lemur
Chiropotes satanas,Mammalia,Primates,Pitheciidae,black bearded saki
