scientificName,class,order,family,vernacularName
Uranotaenia neireti,Insecta,Diptera,Culicidae,NA
Uranotaenia nataliae,Insecta,Diptera,Culicidae,NA
Uranotaenia moresbyensis,Insecta,Diptera,Culicidae,NA
Uranotaenia moramangae,Insecta,Diptera,Culicidae,NA
Uranotaenia pallidocephala,Insecta,Diptera,Culicidae,NA
Uranotaenia pallidoventer,Insecta,Diptera,Culicidae,NA
Uranotaenia orthodoxa,Insecta,Diptera,Culicidae,NA
Uranotaenia oteizai,Insecta,Diptera,Culicidae,NA
Uranotaenia novaguinensis,Insecta,Diptera,Culicidae,NA
Uranotaenia orientalis,Insecta,Diptera,Culicidae,NA
Uranotaenia prajimi,Insecta,Diptera,Culicidae,NA
Uranotaenia pulcherrima,Insecta,Diptera,Culicidae,NA
Uranotaenia philonuxia,Insecta,Diptera,Culicidae,NA
Uranotaenia pifanoi,Insecta,Diptera,Culicidae,NA
Uranotaenia paralateralis,Insecta,Diptera,Culicidae,NA
Uranotaenia paranovaguinensis,Insecta,Diptera,Culicidae,NA
Uranotaenia palmeirimi,Insecta,Diptera,Culicidae,NA
Uranotaenia paludosa,Insecta,Diptera,Culicidae,NA
Uranotaenia davisi,Insecta,Diptera,Culicidae,NA
Uranotaenia cooki,Insecta,Diptera,Culicidae,NA
Uranotaenia ditaenionota,Insecta,Diptera,Culicidae,NA
Uranotaenia diraphati,Insecta,Diptera,Culicidae,NA
Uranotaenia clara,Insecta,Diptera,Culicidae,NA
Uranotaenia civinskii,Insecta,Diptera,Culicidae,NA
Uranotaenia connali,Insecta,Diptera,Culicidae,NA
Uranotaenia coatzacoalcos,Insecta,Diptera,Culicidae,NA
Uranotaenia geniculata,Insecta,Diptera,Culicidae,NA
Uranotaenia fraseri,Insecta,Diptera,Culicidae,NA
Uranotaenia gerdae,Insecta,Diptera,Culicidae,NA
Uranotaenia geometrica,Insecta,Diptera,Culicidae,NA
Uranotaenia edwardsi,Insecta,Diptera,Culicidae,NA
Uranotaenia dumonti,Insecta,Diptera,Culicidae,NA
Uranotaenia fimbriata,Insecta,Diptera,Culicidae,NA
Uranotaenia benoiti,Insecta,Diptera,Culicidae,NA
Uranotaenia bertii,Insecta,Diptera,Culicidae,NA
Uranotaenia bidentata,Insecta,Diptera,Culicidae,NA
Uranotaenia bilineata,Insecta,Diptera,Culicidae,NA
Uranotaenia arguellesi,Insecta,Diptera,Culicidae,NA
Uranotaenia argyrotarsis,Insecta,Diptera,Culicidae,NA
Uranotaenia balfouri,Insecta,Diptera,Culicidae,NA
Uranotaenia barnesi,Insecta,Diptera,Culicidae,NA
Uranotaenia calosomata,Insecta,Diptera,Culicidae,NA
Uranotaenia campestris,Insecta,Diptera,Culicidae,NA
Wyeomyia galvaoi,Insecta,Diptera,Culicidae,NA
Uranotaenia chorleyi,Insecta,Diptera,Culicidae,NA
Uranotaenia christophersi,Insecta,Diptera,Culicidae,NA
Uranotaenia bimaculiala,Insecta,Diptera,Culicidae,NA
Uranotaenia briseis,Insecta,Diptera,Culicidae,NA
Uranotaenia caeruleocephala,Insecta,Diptera,Culicidae,NA
Uranotaenia caliginosa,Insecta,Diptera,Culicidae,NA
Uranotaenia alboannulata,Insecta,Diptera,Culicidae,NA
Uranotaenia alboabdominalis,Insecta,Diptera,Culicidae,NA
Uranotaenia albosternopleura,Insecta,Diptera,Culicidae,NA
Uranotaenia albocephala,Insecta,Diptera,Culicidae,NA
Uranotaenia aequatorianna,Insecta,Diptera,Culicidae,NA
Uranotaenia albescens,Insecta,Diptera,Culicidae,NA
Uranotaenia alba,Insecta,Diptera,Culicidae,NA
Uranotaenia antennalis,Insecta,Diptera,Culicidae,NA
Uranotaenia anopheloides,Insecta,Diptera,Culicidae,NA
Uranotaenia argentipleura,Insecta,Diptera,Culicidae,NA
Uranotaenia apicalis,Insecta,Diptera,Culicidae,NA
Uranotaenia andavakae,Insecta,Diptera,Culicidae,NA
Uranotaenia amiensis,Insecta,Diptera,Culicidae,NA
Uranotaenia annandalei,Insecta,Diptera,Culicidae,NA
Uranotaenia lebiedi,Insecta,Diptera,Culicidae,NA
Uranotaenia lateralis,Insecta,Diptera,Culicidae,NA
Uranotaenia lanei,Insecta,Diptera,Culicidae,NA
Uranotaenia joucouri,Insecta,Diptera,Culicidae,NA
Uranotaenia ludlowae,Insecta,Diptera,Culicidae,NA
Uranotaenia lowii,Insecta,Diptera,Culicidae,NA
Uranotaenia longirostris,Insecta,Diptera,Culicidae,NA
Uranotaenia leucoptera,Insecta,Diptera,Culicidae,NA
Uranotaenia hebrardi,Insecta,Diptera,Culicidae,NA
Uranotaenia hebes,Insecta,Diptera,Culicidae,NA
Uranotaenia hamoni,Insecta,Diptera,Culicidae,NA
Uranotaenia grassei,Insecta,Diptera,Culicidae,NA
Uranotaenia incognita,Insecta,Diptera,Culicidae,NA
Uranotaenia hystera,Insecta,Diptera,Culicidae,NA
Uranotaenia hopkinsi,Insecta,Diptera,Culicidae,NA
Uranotaenia heiseri,Insecta,Diptera,Culicidae,NA
Uranotaenia falcipes,Insecta,Diptera,Culicidae,NA
Uranotaenia srilankensis,Insecta,Diptera,Culicidae,NA
Uranotaenia rossi,Insecta,Diptera,Culicidae,NA
Uranotaenia pandani,Insecta,Diptera,Culicidae,NA
Uranotaenia satpuraensis,Insecta,Diptera,Culicidae,NA
Uranotaenia scutostriata,Insecta,Diptera,Culicidae,NA
Uranotaenia shillitonis,Insecta,Diptera,Culicidae,NA
Uranotaenia signata,Insecta,Diptera,Culicidae,NA
Uranotaenia spiculosa,Insecta,Diptera,Culicidae,NA
Uranotaenia spinitubus,Insecta,Diptera,Culicidae,NA
Uranotaenia spinosa,Insecta,Diptera,Culicidae,NA
Uranotaenia qui,Insecta,Diptera,Culicidae,NA
Uranotaenia quinquemaculata,Insecta,Diptera,Culicidae,NA
Uranotaenia ramosa,Insecta,Diptera,Culicidae,NA
Uranotaenia ravenalaphila,Insecta,Diptera,Culicidae,NA
Uranotaenia ravenalicola,Insecta,Diptera,Culicidae,NA
Uranotaenia recondita,Insecta,Diptera,Culicidae,NA
Uranotaenia reinerti,Insecta,Diptera,Culicidae,NA
Uranotaenia rickenbachi,Insecta,Diptera,Culicidae,NA
Uranotaenia xanthomelaena,Insecta,Diptera,Culicidae,NA
Uranotaenia unguiculata,Insecta,Diptera,Culicidae,NA
Uranotaenia yovani,Insecta,Diptera,Culicidae,NA
Uranotaenia yaeyamana,Insecta,Diptera,Culicidae,NA
Uranotaenia stricklandi,Insecta,Diptera,Culicidae,NA
Uranotaenia spiraculata,Insecta,Diptera,Culicidae,NA
Uranotaenia tanzaniae,Insecta,Diptera,Culicidae,NA
Uranotaenia sumethi,Insecta,Diptera,Culicidae,NA
Uranotaenia tridentata,Insecta,Diptera,Culicidae,NA
Uranotaenia tricolor,Insecta,Diptera,Culicidae,NA
Uranotaenia ugandae,Insecta,Diptera,Culicidae,NA
Uranotaenia tsaratananae,Insecta,Diptera,Culicidae,NA
Uranotaenia ornata,Insecta,Diptera,Culicidae,NA
Uranotaenia ototomo,Insecta,Diptera,Culicidae,NA
Uranotaenia obscura,Insecta,Diptera,Culicidae,NA
Uranotaenia ohamai,Insecta,Diptera,Culicidae,NA
Uranotaenia nocticola,Insecta,Diptera,Culicidae,NA
Uranotaenia novobscura,Insecta,Diptera,Culicidae,NA
Uranotaenia nivipleura,Insecta,Diptera,Culicidae,NA
Uranotaenia nivipous,Insecta,Diptera,Culicidae,NA
Uranotaenia nigripleura,Insecta,Diptera,Culicidae,NA
Uranotaenia nigromaculata,Insecta,Diptera,Culicidae,NA
Uranotaenia nigricephala,Insecta,Diptera,Culicidae,NA
Uranotaenia nigripes,Insecta,Diptera,Culicidae,NA
Uranotaenia musarum,Insecta,Diptera,Culicidae,NA
Uranotaenia nepenthes,Insecta,Diptera,Culicidae,NA
Uranotaenia moufiedi,Insecta,Diptera,Culicidae,NA
Uranotaenia moultoni,Insecta,Diptera,Culicidae,NA
Uranotaenia quasimodesta,Insecta,Diptera,Culicidae,NA
Uranotaenia quadrimaculata,Insecta,Diptera,Culicidae,NA
Uranotaenia pylei,Insecta,Diptera,Culicidae,NA
Uranotaenia pseudostricklandi,Insecta,Diptera,Culicidae,NA
Uranotaenia pseudoshillitonis,Insecta,Diptera,Culicidae,NA
Uranotaenia pseudomaculipleura,Insecta,Diptera,Culicidae,NA
Uranotaenia pseudohenrardi,Insecta,Diptera,Culicidae,NA
Uranotaenia pseudoalbimanus,Insecta,Diptera,Culicidae,NA
Uranotaenia propinqua,Insecta,Diptera,Culicidae,NA
Uranotaenia principensis,Insecta,Diptera,Culicidae,NA
Uranotaenia pilosa,Insecta,Diptera,Culicidae,NA
Uranotaenia pauliani,Insecta,Diptera,Culicidae,NA
Uranotaenia patriciae,Insecta,Diptera,Culicidae,NA
Uranotaenia pallidipleura,Insecta,Diptera,Culicidae,NA
Uranotaenia painei,Insecta,Diptera,Culicidae,NA
Uranotaenia legoffi,Insecta,Diptera,Culicidae,NA
Uranotaenia leiboensis,Insecta,Diptera,Culicidae,NA
Uranotaenia longitubus,Insecta,Diptera,Culicidae,NA
Uranotaenia lousthei,Insecta,Diptera,Culicidae,NA
Uranotaenia koli,Insecta,Diptera,Culicidae,NA
Uranotaenia kraussi,Insecta,Diptera,Culicidae,NA
Uranotaenia laffosseae,Insecta,Diptera,Culicidae,NA
Uranotaenia lavieri,Insecta,Diptera,Culicidae,NA
Uranotaenia hongayi,Insecta,Diptera,Culicidae,NA
Uranotaenia husaini,Insecta,Diptera,Culicidae,NA
Uranotaenia jacksoni,Insecta,Diptera,Culicidae,NA
Uranotaenia jinhongensis,Insecta,Diptera,Culicidae,NA
Uranotaenia henriquei,Insecta,Diptera,Culicidae,NA
Uranotaenia hervyi,Insecta,Diptera,Culicidae,NA
Uranotaenia hirsuta,Insecta,Diptera,Culicidae,NA
Uranotaenia hirsutifemora,Insecta,Diptera,Culicidae,NA
Uranotaenia micromelas,Insecta,Diptera,Culicidae,NA
Uranotaenia mengi,Insecta,Diptera,Culicidae,NA
Uranotaenia montana,Insecta,Diptera,Culicidae,NA
Uranotaenia modesta,Insecta,Diptera,Culicidae,NA
Uranotaenia mashonaensis,Insecta,Diptera,Culicidae,NA
Uranotaenia manakaraensis,Insecta,Diptera,Culicidae,NA
Uranotaenia maxima,Insecta,Diptera,Culicidae,NA
Uranotaenia mattinglyi,Insecta,Diptera,Culicidae,NA
Uranotaenia maculipleura,Insecta,Diptera,Culicidae,NA
Uranotaenia lutescens,Insecta,Diptera,Culicidae,NA
Uranotaenia maikalensis,Insecta,Diptera,Culicidae,NA
Uranotaenia madagascarensis,Insecta,Diptera,Culicidae,NA
Uranotaenia lui,Insecta,Diptera,Culicidae,NA
Uranotaenia lucyae,Insecta,Diptera,Culicidae,NA
Uranotaenia luteola,Insecta,Diptera,Culicidae,NA
Uranotaenia lunda,Insecta,Diptera,Culicidae,NA
Uranotaenia boussesi,Insecta,Diptera,Culicidae,NA
Uranotaenia breviseta,Insecta,Diptera,Culicidae,NA
Uranotaenia bimaculata,Insecta,Diptera,Culicidae,NA
Uranotaenia bosseri,Insecta,Diptera,Culicidae,NA
Uranotaenia bicolor,Insecta,Diptera,Culicidae,NA
Uranotaenia bifasciata,Insecta,Diptera,Culicidae,NA
Uranotaenia belkini,Insecta,Diptera,Culicidae,NA
Uranotaenia bicincta,Insecta,Diptera,Culicidae,NA
Uranotaenia brunhesi,Insecta,Diptera,Culicidae,NA
Uranotaenia cachani,Insecta,Diptera,Culicidae,NA
Uranotaenia browni,Insecta,Diptera,Culicidae,NA
Uranotaenia brumpti,Insecta,Diptera,Culicidae,NA
Uranotaenia cavernicola,Insecta,Diptera,Culicidae,NA
Uranotaenia colocasiae,Insecta,Diptera,Culicidae,NA
Uranotaenia capelai,Insecta,Diptera,Culicidae,NA
Uranotaenia carcinicola,Insecta,Diptera,Culicidae,NA
Uranotaenia confusa,Insecta,Diptera,Culicidae,NA
Uranotaenia contrastata,Insecta,Diptera,Culicidae,NA
Uranotaenia combesi,Insecta,Diptera,Culicidae,NA
Uranotaenia comorensis,Insecta,Diptera,Culicidae,NA
Uranotaenia dandakaranyensis,Insecta,Diptera,Culicidae,NA
Uranotaenia demeilloni,Insecta,Diptera,Culicidae,NA
Uranotaenia cornuta,Insecta,Diptera,Culicidae,NA
Uranotaenia damasei,Insecta,Diptera,Culicidae,NA
Uranotaenia donai,Insecta,Diptera,Culicidae,NA
Uranotaenia dibrugarhensis,Insecta,Diptera,Culicidae,NA
Uranotaenia diagonalis,Insecta,Diptera,Culicidae,NA
Uranotaenia devemyi,Insecta,Diptera,Culicidae,NA
Uranotaenia fusca,Insecta,Diptera,Culicidae,NA
Uranotaenia fulgens,Insecta,Diptera,Culicidae,NA
Uranotaenia enigmatica,Insecta,Diptera,Culicidae,NA
Uranotaenia douceti,Insecta,Diptera,Culicidae,NA
Uranotaenia grenieri,Insecta,Diptera,Culicidae,NA
Uranotaenia gouldi,Insecta,Diptera,Culicidae,NA
Uranotaenia gigantea,Insecta,Diptera,Culicidae,NA
Uranotaenia garnhami,Insecta,Diptera,Culicidae,NA
Uranotaenia henrardi,Insecta,Diptera,Culicidae,NA
Uranotaenia harrisoni,Insecta,Diptera,Culicidae,NA
Uranotaenia haddowi,Insecta,Diptera,Culicidae,NA
Uranotaenia grjebinei,Insecta,Diptera,Culicidae,NA
Uranotaenia abdita,Insecta,Diptera,Culicidae,NA
Uranotaenia abstrusa,Insecta,Diptera,Culicidae,NA
Uranotaenia albimanus,Insecta,Diptera,Culicidae,NA
Uranotaenia albinotata,Insecta,Diptera,Culicidae,NA
Uranotaenia albipes,Insecta,Diptera,Culicidae,NA
Uranotaenia ambodimanga,Insecta,Diptera,Culicidae,NA
Uranotaenia andreae,Insecta,Diptera,Culicidae,NA
Uranotaenia anhydor,Insecta,Diptera,Culicidae,NA
Uranotaenia antalahaensis,Insecta,Diptera,Culicidae,NA
Uranotaenia annulata,Insecta,Diptera,Culicidae,NA
Uranotaenia apicotaeniata,Insecta,Diptera,Culicidae,NA
Uranotaenia apicosquamata,Insecta,Diptera,Culicidae,NA
Uranotaenia ascidiicola,Insecta,Diptera,Culicidae,NA
Uranotaenia approximata,Insecta,Diptera,Culicidae,NA
Uranotaenia bambusicola,Insecta,Diptera,Culicidae,NA
Uranotaenia atra,Insecta,Diptera,Culicidae,NA
Wyeomyia aporonoma,Insecta,Diptera,Culicidae,NA
Wyeomyia staminifera,Insecta,Diptera,Culicidae,NA
Wyeomyia tripartita,Insecta,Diptera,Culicidae,NA
Wyeomyia trinidadensis,Insecta,Diptera,Culicidae,NA
Wyeomyia incaudata,Insecta,Diptera,Culicidae,NA
Wyeomyia longirostris,Insecta,Diptera,Culicidae,NA
Wyeomyia lassalli,Insecta,Diptera,Culicidae,NA
Wyeomyia edwardsi,Insecta,Diptera,Culicidae,NA
Wyeomyia diabolica,Insecta,Diptera,Culicidae,NA
Wyeomyia fuscipes,Insecta,Diptera,Culicidae,NA
Wyeomyia flabellata,Insecta,Diptera,Culicidae,NA
Wyeomyia quasilongirostris,Insecta,Diptera,Culicidae,NA
Wyeomyia pilicauda,Insecta,Diptera,Culicidae,NA
Wyeomyia theobaldi,Insecta,Diptera,Culicidae,NA
Wyeomyia splendida,Insecta,Diptera,Culicidae,NA
Wyeomyia muehlensi,Insecta,Diptera,Culicidae,NA
Wyeomyia lopesi,Insecta,Diptera,Culicidae,NA
Wyeomyia palmata,Insecta,Diptera,Culicidae,NA
Wyeomyia pallidoventer,Insecta,Diptera,Culicidae,NA
Wyeomyia antunesi,Insecta,Diptera,Culicidae,NA
Wyeomyia bonnei,Insecta,Diptera,Culicidae,NA
Wyeomyia davisi,Insecta,Diptera,Culicidae,NA
Wyeomyia deanei,Insecta,Diptera,Culicidae,NA
Wyeomyia bicornis,Insecta,Diptera,Culicidae,NA
Wyeomyia lateralis,Insecta,Diptera,Culicidae,NA
Wyeomyia paucartamboensis,Insecta,Diptera,Culicidae,NA
Wyeomyia carrilloi,Insecta,Diptera,Culicidae,NA
Wyeomyia tarsata,Insecta,Diptera,Culicidae,NA
Wyeomyia arborea,Insecta,Diptera,Culicidae,NA
Wyeomyia lopezii,Insecta,Diptera,Culicidae,NA
Wyeomyia aphobema,Insecta,Diptera,Culicidae,NA
Wyeomyia leucostigma,Insecta,Diptera,Culicidae,NA
Wyeomyia codiocampa,Insecta,Diptera,Culicidae,NA
Wyeomyia serrata,Insecta,Diptera,Culicidae,NA
Wyeomyia hosautos,Insecta,Diptera,Culicidae,NA
Wyeomyia limai,Insecta,Diptera,Culicidae,NA
Wyeomyia lutzi,Insecta,Diptera,Culicidae,NA
Wyeomyia sabethea,Insecta,Diptera,Culicidae,NA
Wyeomyia intonca,Insecta,Diptera,Culicidae,NA
Wyeomyia esmeraldasi,Insecta,Diptera,Culicidae,NA
Wyeomyia coenonus,Insecta,Diptera,Culicidae,NA
Wyeomyia circumcincta,Insecta,Diptera,Culicidae,NA
Wyeomyia chocoensis,Insecta,Diptera,Culicidae,NA
Wyeomyia baltae,Insecta,Diptera,Culicidae,NA
Wyeomyia autocratica,Insecta,Diptera,Culicidae,NA
Wyeomyia lopezii,Insecta,Diptera,Culicidae,NA
Wyeomyia lamellata,Insecta,Diptera,Culicidae,NA
Wyeomyia fernandezyepezi,Insecta,Diptera,Culicidae,NA
Wyeomyia alani,Insecta,Diptera,Culicidae,NA
Wyeomyia colombiana,Insecta,Diptera,Culicidae,NA
Wyeomyia flavifacies,Insecta,Diptera,Culicidae,NA
Wyeomyia jocosa,Insecta,Diptera,Culicidae,NA
Wyeomyia complosa,Insecta,Diptera,Culicidae,NA
Wyeomyia trifurcata,Insecta,Diptera,Culicidae,NA
Wyeomyia ypsipola,Insecta,Diptera,Culicidae,NA
Wyeomyia luteoventralis,Insecta,Diptera,Culicidae,NA
Wyeomyia testei,Insecta,Diptera,Culicidae,NA
Wyeomyia felicia,Insecta,Diptera,Culicidae,NA
Wyeomyia ulocoma,Insecta,Diptera,Culicidae,NA
Wyeomyia pseudopecten,Insecta,Diptera,Culicidae,NA
Wyeomyia dyari,Insecta,Diptera,Culicidae,NA
Wyeomyia kummi,Insecta,Diptera,Culicidae,NA
Wyeomyia forattinii,Insecta,Diptera,Culicidae,NA
Wyeomyia fishi,Insecta,Diptera,Culicidae,NA
Wyeomyia zinzala,Insecta,Diptera,Culicidae,NA
Wyeomyia forcipenis,Insecta,Diptera,Culicidae,NA
Wyeomyia confusa,Insecta,Diptera,Culicidae,NA
Wyeomyia aningae,Insecta,Diptera,Culicidae,NA
Wyeomyia airosai,Insecta,Diptera,Culicidae,NA
Wyeomyia mystes,Insecta,Diptera,Culicidae,NA
Wyeomyia howardi,Insecta,Diptera,Culicidae,NA
Wyeomyia finlayi,Insecta,Diptera,Culicidae,NA
Wyeomyia bourrouli,Insecta,Diptera,Culicidae,NA
Wyeomyia atrata,Insecta,Diptera,Culicidae,NA
Wyeomyia bahama,Insecta,Diptera,Culicidae,NA
Wyeomyia adelpha,Insecta,Diptera,Culicidae,NA
Wyeomyia arthrostigma,Insecta,Diptera,Culicidae,NA
Wyeomyia charmion,Insecta,Diptera,Culicidae,NA
Wyeomyia corona,Insecta,Diptera,Culicidae,NA
Wyeomyia caracula,Insecta,Diptera,Culicidae,NA
Wyeomyia celaenocephala,Insecta,Diptera,Culicidae,NA
Wyeomyia abebela,Insecta,Diptera,Culicidae,NA
Wyeomyia ablechra,Insecta,Diptera,Culicidae,NA
Wyeomyia stonei,Insecta,Diptera,Culicidae,NA
Wyeomyia vanduzeei,Insecta,Diptera,Culicidae,NA
Wyeomyia pertinans,Insecta,Diptera,Culicidae,NA
Wyeomyia pseudorobusta,Insecta,Diptera,Culicidae,NA
Wyeomyia robusta,Insecta,Diptera,Culicidae,NA
Wyeomyia scotinomus,Insecta,Diptera,Culicidae,NA
Wyeomyia simmsi,Insecta,Diptera,Culicidae,NA
Wyeomyia smithii,Insecta,Diptera,Culicidae,NA
Wyeomyia sororcula,Insecta,Diptera,Culicidae,NA
Wyeomyia stellata,Insecta,Diptera,Culicidae,NA
Wyeomyia labesba,Insecta,Diptera,Culicidae,NA
Wyeomyia juxtahirsuta,Insecta,Diptera,Culicidae,NA
Wyeomyia medioalbipes,Insecta,Diptera,Culicidae,NA
Wyeomyia luna,Insecta,Diptera,Culicidae,NA
Wyeomyia mitchellii,Insecta,Diptera,Culicidae,NA
Wyeomyia melanopus,Insecta,Diptera,Culicidae,NA
Wyeomyia oblita,Insecta,Diptera,Culicidae,NA
Wyeomyia nigritubus,Insecta,Diptera,Culicidae,NA
Wyeomyia florestan,Insecta,Diptera,Culicidae,NA
Wyeomyia downsi,Insecta,Diptera,Culicidae,NA
Wyeomyia gausapata,Insecta,Diptera,Culicidae,NA
Wyeomyia gaudians,Insecta,Diptera,Culicidae,NA
Wyeomyia guatemala,Insecta,Diptera,Culicidae,NA
Wyeomyia grayii,Insecta,Diptera,Culicidae,NA
Wyeomyia hirsuta,Insecta,Diptera,Culicidae,NA
Wyeomyia hemisagnosta,Insecta,Diptera,Culicidae,NA
Topomyia discors,Insecta,Diptera,Culicidae,NA
Topomyia argentoventralis,Insecta,Diptera,Culicidae,NA
Topomyia auriceps,Insecta,Diptera,Culicidae,NA
Topomyia apsarsae,Insecta,Diptera,Culicidae,NA
Topomyia cristata,Insecta,Diptera,Culicidae,NA
Topomyia dulongensis,Insecta,Diptera,Culicidae,NA
Topomyia bambusaihole,Insecta,Diptera,Culicidae,NA
Topomyia bannaensis,Insecta,Diptera,Culicidae,NA
Topomyia lehcharlesi,Insecta,Diptera,Culicidae,NA
Topomyia leucotarsis,Insecta,Diptera,Culicidae,NA
Topomyia houghtoni,Insecta,Diptera,Culicidae,NA
Topomyia kelabitensis,Insecta,Diptera,Culicidae,NA
Topomyia pseudoauriceps,Insecta,Diptera,Culicidae,NA
Topomyia papuensis,Insecta,Diptera,Culicidae,NA
Topomyia nepenthicola,Insecta,Diptera,Culicidae,NA
Topomyia mengi,Insecta,Diptera,Culicidae,NA
Topomyia spinophallus,Insecta,Diptera,Culicidae,NA
Topomyia spathulirostris,Insecta,Diptera,Culicidae,NA
Topomyia roslihashimi,Insecta,Diptera,Culicidae,NA
Topomyia pseudoleucotarsis,Insecta,Diptera,Culicidae,NA
Topomyia yanbareroides,Insecta,Diptera,Culicidae,NA
Topomyia yanbarensis,Insecta,Diptera,Culicidae,NA
Topomyia tumetarsalis,Insecta,Diptera,Culicidae,NA
Topomyia angkoris,Insecta,Diptera,Culicidae,NA
Topomyia aliyusopi,Insecta,Diptera,Culicidae,NA
Topomyia aenea,Insecta,Diptera,Culicidae,NA
Topomyia bifurcata,Insecta,Diptera,Culicidae,NA
Topomyia cabrerai,Insecta,Diptera,Culicidae,NA
Topomyia chaii,Insecta,Diptera,Culicidae,NA
Topomyia danaraji,Insecta,Diptera,Culicidae,NA
Topomyia argyropalpis,Insecta,Diptera,Culicidae,NA
Topomyia aureoventer,Insecta,Diptera,Culicidae,NA
Topomyia baolini,Insecta,Diptera,Culicidae,NA
Topomyia barbus,Insecta,Diptera,Culicidae,NA
Topomyia hernandoi,Insecta,Diptera,Culicidae,NA
Topomyia hirtusa,Insecta,Diptera,Culicidae,NA
Topomyia inclinata,Insecta,Diptera,Culicidae,NA
Topomyia irianensis,Insecta,Diptera,Culicidae,NA
Topomyia dejesusi,Insecta,Diptera,Culicidae,NA
Topomyia dubitans,Insecta,Diptera,Culicidae,NA
Topomyia gracilis,Insecta,Diptera,Culicidae,NA
Topomyia hardini,Insecta,Diptera,Culicidae,NA
Topomyia margina,Insecta,Diptera,Culicidae,NA
Topomyia malaysiensis,Insecta,Diptera,Culicidae,NA
Topomyia nicksoni,Insecta,Diptera,Culicidae,NA
Topomyia minor,Insecta,Diptera,Culicidae,NA
Topomyia katibasensis,Insecta,Diptera,Culicidae,NA
Topomyia javaensis,Insecta,Diptera,Culicidae,NA
Topomyia longisetosa,Insecta,Diptera,Culicidae,NA
Topomyia lindsayi,Insecta,Diptera,Culicidae,NA
Topomyia svastii,Insecta,Diptera,Culicidae,NA
Topomyia sabahensis,Insecta,Diptera,Culicidae,NA
Topomyia tenuis,Insecta,Diptera,Culicidae,NA
Topomyia sylvatica,Insecta,Diptera,Culicidae,NA
Topomyia pilosa,Insecta,Diptera,Culicidae,NA
Topomyia nigra,Insecta,Diptera,Culicidae,NA
Topomyia rubithoracis,Insecta,Diptera,Culicidae,NA
Topomyia pseudobarbus,Insecta,Diptera,Culicidae,NA
Topomyia zhangi,Insecta,Diptera,Culicidae,NA
Topomyia winter,Insecta,Diptera,Culicidae,NA
Topomyia yongi,Insecta,Diptera,Culicidae,NA
Topomyia unispinosa,Insecta,Diptera,Culicidae,NA
Topomyia vijayae,Insecta,Diptera,Culicidae,NA
Topomyia tipuliformis,Insecta,Diptera,Culicidae,NA
Topomyia trifida,Insecta,Diptera,Culicidae,NA
Trichoprosopon vonplesseni,Insecta,Diptera,Culicidae,NA
Trichoprosopon soaresi,Insecta,Diptera,Culicidae,NA
Trichoprosopon digitatum,Insecta,Diptera,Culicidae,NA
Trichoprosopon andinum,Insecta,Diptera,Culicidae,NA
Trichoprosopon simile,Insecta,Diptera,Culicidae,NA
Trichoprosopon lampropus,Insecta,Diptera,Culicidae,NA
Trichoprosopon hyperleucum,Insecta,Diptera,Culicidae,NA
Tripteroides rozeboomi,Insecta,Diptera,Culicidae,NA
Tripteroides floridensis,Insecta,Diptera,Culicidae,NA
Tripteroides digoelensis,Insecta,Diptera,Culicidae,NA
Tripteroides marksae,Insecta,Diptera,Culicidae,NA
Tripteroides folicola,Insecta,Diptera,Culicidae,NA
Tripteroides microlepis,Insecta,Diptera,Culicidae,NA
Tripteroides melanesiensis,Insecta,Diptera,Culicidae,NA
Tripteroides punctolateralis,Insecta,Diptera,Culicidae,NA
Tripteroides perplexus,Insecta,Diptera,Culicidae,NA
Tripteroides altivallis,Insecta,Diptera,Culicidae,NA
Tripteroides argenteiventris,Insecta,Diptera,Culicidae,NA
Tripteroides apicotriangulatus,Insecta,Diptera,Culicidae,NA
Tripteroides caledonicus,Insecta,Diptera,Culicidae,NA
Tripteroides atripes,Insecta,Diptera,Culicidae,NA
Tripteroides collessi,Insecta,Diptera,Culicidae,NA
Tripteroides coheni,Insecta,Diptera,Culicidae,NA
Tripteroides rotumanus,Insecta,Diptera,Culicidae,NA
Tripteroides solomonis,Insecta,Diptera,Culicidae,NA
Tripteroides standfasti,Insecta,Diptera,Culicidae,NA
Tripteroides tasmaniensis,Insecta,Diptera,Culicidae,NA
Tripteroides affinis,Insecta,Diptera,Culicidae,NA
Tripteroides aranoides,Insecta,Diptera,Culicidae,NA
Tripteroides ceylonensis,Insecta,Diptera,Culicidae,NA
Tripteroides coonorensis,Insecta,Diptera,Culicidae,NA
Tripteroides dofleini,Insecta,Diptera,Culicidae,NA
Tripteroides edwardsi,Insecta,Diptera,Culicidae,NA
Tripteroides longipalpis,Insecta,Diptera,Culicidae,NA
Tripteroides pallidothorax,Insecta,Diptera,Culicidae,NA
Tripteroides nepenthisimilis,Insecta,Diptera,Culicidae,NA
Tripteroides nepenthis,Insecta,Diptera,Culicidae,NA
Tripteroides monetifer,Insecta,Diptera,Culicidae,NA
Tripteroides tenax,Insecta,Diptera,Culicidae,NA
Tripteroides serratus,Insecta,Diptera,Culicidae,NA
Tripteroides ponmeki,Insecta,Diptera,Culicidae,NA
Tripteroides brevirhynchus,Insecta,Diptera,Culicidae,NA
Tripteroides bisquamamtus,Insecta,Diptera,Culicidae,NA
Tripteroides adentata,Insecta,Diptera,Culicidae,NA
Tripteroides exnebulis,Insecta,Diptera,Culicidae,NA
