Disease,Serotype,Region,Observation.date
Influenza - Avian,H7N9 LPAI,Asia,12/07/2017
Influenza - Avian,H5N2 HPAI,Asia,11/07/2017
Influenza - Avian,H5N2 HPAI,Asia,11/07/2017
Influenza - Avian,H5N8 HPAI,Africa,11/07/2017
Influenza - Avian,H5N8 HPAI,Africa,09/07/2017
Influenza - Avian,H5N2 HPAI,Asia,09/07/2017
Influenza - Avian,H5N2 HPAI,Asia,08/07/2017
Influenza - Avian,H5N8 HPAI,Africa,06/07/2017
Influenza - Avian,H5N2 HPAI,Asia,06/07/2017
Influenza - Avian,H5N1 HPAI,Asia,06/07/2017
Influenza - Avian,H5N8 HPAI,Europe,05/07/2017
Influenza - Avian,H5N2 LPAI,Asia,05/07/2017
Influenza - Avian,H5N1 HPAI,Asia,04/07/2017
Influenza - Avian,H5N1 HPAI,Asia,03/07/2017
Influenza - Avian,H5N1 HPAI,Asia,02/07/2017
Influenza - Avian,H5N1 HPAI,Asia,02/07/2017
Influenza - Avian,H5N1 HPAI,Asia,02/07/2017
Influenza - Avian,H5N2 HPAI,Asia,01/07/2017
Influenza - Avian,H5N2 HPAI,Asia,01/07/2017
Influenza - Avian,H5N8 HPAI,Africa,30/06/2017
Influenza - Avian,H5N8 HPAI,Africa,30/06/2017
Influenza - Avian,H5N8 HPAI,Europe,29/06/2017
Influenza - Avian,H5N8 HPAI,Asia,29/06/2017
Influenza - Avian,H5N2 HPAI,Asia,29/06/2017
Influenza - Avian,H5N2 HPAI,Asia,29/06/2017
Influenza - Avian,H5N2 HPAI,Asia,28/06/2017
Influenza - Avian,H5N8 HPAI,Europe,26/06/2017
Influenza - Avian,H7N9 LPAI,Asia,23/06/2017
Influenza - Avian,H7N9 LPAI,Asia,23/06/2017
Influenza - Avian,H7N9 LPAI,Asia,23/06/2017
Influenza - Avian,H5N8 HPAI,Europe,22/06/2017
Influenza - Avian,H7N9 LPAI,Asia,22/06/2017
Influenza - Avian,H7N9 LPAI,Asia,21/06/2017
Influenza - Avian,H5N1 HPAI,Africa,21/06/2017
Influenza - Avian,H5N8 HPAI,Europe,20/06/2017
Influenza - Avian,H5N8 HPAI,Europe,20/06/2017
Influenza - Avian,H5N8 HPAI,Europe,20/06/2017
Influenza - Avian,H5N8 HPAI,Europe,20/06/2017
Influenza - Avian,H5N8 HPAI,Africa,20/06/2017
Influenza - Avian,H5N1 HPAI,Africa,20/06/2017
Influenza - Avian,H5N1 HPAI,Africa,20/06/2017
Influenza - Avian,H5N8 HPAI,Africa,19/06/2017
Influenza - Avian,H7N9 LPAI,Asia,19/06/2017
Influenza - Avian,H5N2 HPAI,Asia,19/06/2017
Influenza - Avian,H5N8 HPAI,Asia,19/06/2017
Influenza - Avian,H5N1 HPAI,Africa,19/06/2017
Influenza - Avian,H5N8 HPAI,Asia,19/06/2017
Influenza - Avian,H5N1 HPAI,Africa,18/06/2017
Influenza - Avian,H7N9 LPAI,Asia,17/06/2017
Influenza - Avian,H7N9 LPAI,Asia,17/06/2017
Influenza - Avian,H7N9 HPAI,Asia,16/06/2017
Influenza - Avian,H5N8 HPAI,Europe,16/06/2017
Influenza - Avian,H5N2 HPAI,Asia,16/06/2017
Influenza - Avian,H5N8 HPAI,Europe,15/06/2017
Influenza - Avian,H5N2 HPAI,Asia,15/06/2017
Influenza - Avian,H5N8 HPAI,Africa,15/06/2017
Influenza - Avian,H5N8 HPAI,Europe,14/06/2017
Influenza - Avian,H5N1 HPAI,Africa,14/06/2017
Influenza - Avian,H5N8 HPAI,Europe,13/06/2017
Influenza - Avian,H5N2 HPAI,Asia,13/06/2017
Influenza - Avian,H5N2 HPAI,Asia,13/06/2017
Influenza - Avian,H7N9 LPAI,Asia,12/06/2017
Influenza - Avian,H5N2 HPAI,Asia,12/06/2017
Influenza - Avian,H7N9 LPAI,Asia,12/06/2017
Influenza - Avian,H7N9 LPAI,Asia,12/06/2017
Influenza - Avian,H5N2 HPAI,Asia,12/06/2017
Influenza - Avian,H5N2 HPAI,Asia,11/06/2017
Influenza - Avian,H7N9 LPAI,Asia,11/06/2017
Influenza - Avian,H7N9 LPAI,Asia,11/06/2017
Influenza - Avian,H7N9 LPAI,Asia,11/06/2017
Influenza - Avian,H5N8 HPAI,Europe,10/06/2017
Influenza - Avian,H7N9 LPAI,Asia,10/06/2017
Influenza - Avian,H7N9 LPAI,Asia,10/06/2017
Influenza - Avian,H5N8 HPAI,Africa,10/06/2017
Influenza - Avian,H5N1 HPAI,Africa,10/06/2017
Influenza - Avian,H5N8 HPAI,Asia,10/06/2017
Influenza - Avian,H5N1 HPAI,Africa,09/06/2017
Influenza - Avian,H5N1 HPAI,Africa,09/06/2017
Influenza - Avian,H5N8 HPAI,Asia,09/06/2017
Influenza - Avian,H5N8 HPAI,Asia,09/06/2017
Influenza - Avian,H5N2 HPAI,Asia,08/06/2017
Influenza - Avian,H5N1 HPAI,Africa,08/06/2017
Influenza - Avian,H5N8 HPAI,Asia,08/06/2017
Influenza - Avian,H5N8 HPAI,Asia,08/06/2017
Influenza - Avian,H5N8 HPAI,Asia,08/06/2017
Influenza - Avian,H5N8 HPAI,Asia,08/06/2017
Influenza - Avian,H5N8 HPAI,Asia,08/06/2017
Influenza - Avian,H5N8 HPAI,Asia,08/06/2017
Influenza - Avian,H5N8 HPAI,Asia,08/06/2017
Influenza - Avian,H5N1 HPAI,Africa,07/06/2017
Influenza - Avian,H5N8 HPAI,Asia,07/06/2017
Influenza - Avian,H5N8 HPAI,Asia,07/06/2017
Influenza - Avian,H5N8 HPAI,Asia,07/06/2017
Influenza - Avian,H5N8 HPAI,Asia,07/06/2017
Influenza - Avian,H5N8 HPAI,Asia,07/06/2017
Influenza - Avian,H5N8 HPAI,Asia,07/06/2017
Influenza - Avian,H7N9 LPAI,Asia,07/06/2017
Influenza - Avian,H5N1 HPAI,Africa,07/06/2017
Influenza - Avian,H5N8 HPAI,Africa,07/06/2017
Influenza - Avian,H5N8 HPAI,Asia,07/06/2017
Influenza - Avian,H5N8 HPAI,Asia,07/06/2017
Influenza - Avian,H5N8 HPAI,Asia,07/06/2017
Influenza - Avian,H5N8 HPAI,Asia,07/06/2017
Influenza - Avian,H5N3 LPAI,Europe,06/06/2017
Influenza - Avian,H5N1 HPAI,Africa,06/06/2017
Influenza - Avian,H5N1 HPAI,Africa,06/06/2017
Influenza - Avian,H5N8 HPAI,Asia,06/06/2017
Influenza - Avian,H7N9 LPAI,Asia,06/06/2017
Influenza - Avian,H5N8 HPAI,Africa,06/06/2017
Influenza - Avian,H7N9 HPAI,Asia,05/06/2017
Influenza - Avian,H5N1 HPAI,Africa,05/06/2017
Influenza - Avian,H5N1 HPAI,Africa,05/06/2017
Influenza - Avian,H5N1 HPAI,Africa,05/06/2017
Influenza - Avian,H5N8 HPAI,Asia,05/06/2017
Influenza - Avian,H5N8 HPAI,Asia,05/06/2017
Influenza - Avian,H5N8 HPAI,Asia,05/06/2017
Influenza - Avian,H5N8 HPAI,Asia,05/06/2017
Influenza - Avian,H5N8 HPAI,Asia,05/06/2017
Influenza - Avian,H5N8 HPAI,Asia,05/06/2017
Influenza - Avian,H5N8 HPAI,Asia,05/06/2017
Influenza - Avian,H7N9 LPAI,Asia,05/06/2017
Influenza - Avian,H7N9 LPAI,Asia,05/06/2017
Influenza - Avian,H5N8 HPAI,Africa,05/06/2017
Influenza - Avian,H5N8 HPAI,Asia,04/06/2017
Influenza - Avian,H5N1 HPAI,Africa,04/06/2017
Influenza - Avian,H5N8 HPAI,Asia,03/06/2017
Influenza - Avian,H5N8 HPAI,Asia,03/06/2017
Influenza - Avian,H7N9 LPAI,Asia,03/06/2017
Influenza - Avian,H5N8 HPAI,Asia,03/06/2017
Influenza - Avian,H5N8 HPAI,Asia,03/06/2017
Influenza - Avian,H5N8 HPAI,Africa,03/06/2017
Influenza - Avian,H5N8 HPAI,Africa,03/06/2017
Influenza - Avian,H5N8 HPAI,Africa,03/06/2017
Influenza - Avian,H5N8 HPAI,Africa,03/06/2017
Influenza - Avian,H5N8 HPAI,Africa,03/06/2017
Influenza - Avian,H5N8 HPAI,Asia,02/06/2017
Influenza - Avian,H5N8 HPAI,Europe,02/06/2017
Influenza - Avian,H5N8 HPAI,Europe,02/06/2017
Influenza - Avian,H5N8 HPAI,Asia,02/06/2017
Influenza - Avian,H5N1 HPAI,Africa,02/06/2017
Influenza - Avian,H5N2 HPAI,Asia,02/06/2017
Influenza - Avian,H5N1 HPAI,Africa,01/06/2017
Influenza - Avian,H5N1 HPAI,Africa,01/06/2017
Influenza - Avian,H7N9 LPAI,Asia,01/06/2017
Influenza - Avian,H7N9 LPAI,Asia,01/06/2017
Influenza - Avian,H5N8 HPAI,Africa,01/06/2017
Influenza - Avian,H7N9 HPAI,Asia,31/05/2017
Influenza - Avian,H7N9 LPAI,Asia,31/05/2017
Influenza - Avian,H5N1 HPAI,Africa,31/05/2017
Influenza - Avian,H7N9 HPAI,Asia,31/05/2017
Influenza - Avian,H7N9 HPAI,Asia,31/05/2017
Influenza - Avian,H5N8 HPAI,Europe,30/05/2017
Influenza - Avian,H5N8 HPAI,Europe,30/05/2017
Influenza - Avian,H5N8 HPAI,Europe,30/05/2017
Influenza - Avian,H5N8 HPAI,Europe,30/05/2017
Influenza - Avian,H7N9 LPAI,Asia,30/05/2017
Influenza - Avian,H7N9 LPAI,Asia,30/05/2017
Influenza - Avian,H7N9 LPAI,Asia,30/05/2017
Influenza - Avian,H7N9 LPAI,Asia,29/05/2017
Influenza - Avian,H5N1 HPAI,Africa,29/05/2017
Influenza - Avian,H7N9 LPAI,Asia,29/05/2017
Influenza - Avian,H7N9 LPAI,Asia,29/05/2017
Influenza - Avian,H5N1 HPAI,Africa,28/05/2017
Influenza - Avian,H7N9 LPAI,Asia,28/05/2017
Influenza - Avian,H7N9 LPAI,Asia,27/05/2017
Influenza - Avian,H7N9 LPAI,Asia,27/05/2017
Influenza - Avian,H5N8 HPAI,Europe,26/05/2017
Influenza - Avian,H5N1 HPAI,Africa,26/05/2017
Influenza - Avian,H5N1 HPAI,Africa,26/05/2017
Influenza - Avian,H5 HPAI,Europe,26/05/2017
Influenza - Avian,H7N9 HPAI,Asia,26/05/2017
Influenza - Avian,H7N9 LPAI,Asia,25/05/2017
Influenza - Avian,H5N2 HPAI,Asia,25/05/2017
Influenza - Avian,H5N1 HPAI,Africa,25/05/2017
Influenza - Avian,H7N9 LPAI,Asia,24/05/2017
Influenza - Avian,H5N1 HPAI,Africa,24/05/2017
Influenza - Avian,H7 LPAI,Africa,24/05/2017
Influenza - Avian,H7N9 LPAI,Asia,23/05/2017
Influenza - Avian,H7N9 LPAI,Asia,23/05/2017
Influenza - Avian,H7N9 LPAI,Asia,23/05/2017
Influenza - Avian,H7N9 LPAI,Asia,23/05/2017
Influenza - Avian,H5N2 HPAI,Asia,23/05/2017
Influenza - Avian,H5N1 HPAI,Africa,23/05/2017
Influenza - Avian,H5N1 HPAI,Africa,23/05/2017
Influenza - Avian,H5N8 HPAI,Africa,23/05/2017
Influenza - Avian,H5N8 HPAI,Africa,23/05/2017
Influenza - Avian,H5N8 HPAI,Africa,23/05/2017
Influenza - Avian,H5N5 HPAI,Europe,22/05/2017
Influenza - Avian,H5N8 HPAI,Europe,22/05/2017
Influenza - Avian,H5N1 HPAI,Africa,22/05/2017
Influenza - Avian,H7N9 HPAI,Asia,21/05/2017
Influenza - Avian,H7N9 LPAI,Asia,21/05/2017
Influenza - Avian,H5N1 HPAI,Africa,21/05/2017
Influenza - Avian,H5N1 HPAI,Africa,21/05/2017
Influenza - Avian,H5N8 HPAI,Africa,21/05/2017
Influenza - Avian,H5N2 HPAI,Asia,20/05/2017
Influenza - Avian,H7N9 LPAI,Asia,20/05/2017
Influenza - Avian,H5N8 HPAI,Africa,20/05/2017
Influenza - Avian,H5N8 HPAI,Africa,20/05/2017
Influenza - Avian,H7N9 LPAI,Asia,19/05/2017
Influenza - Avian,H5N8 HPAI,Africa,19/05/2017
Influenza - Avian,H5N8 HPAI,Africa,19/05/2017
Influenza - Avian,H5N8 HPAI,Africa,19/05/2017
Influenza - Avian,H5N8 HPAI,Africa,19/05/2017
Influenza - Avian,H7N9 LPAI,Asia,18/05/2017
Influenza - Avian,H5N8 HPAI,Europe,18/05/2017
Influenza - Avian,H5N8 HPAI,Europe,17/05/2017
Influenza - Avian,H5N8 HPAI,Africa,17/05/2017
Influenza - Avian,H7N9 LPAI,Asia,17/05/2017
Influenza - Avian,H5N8 HPAI,Asia,17/05/2017
Influenza - Avian,H7 LPAI,Europe,17/05/2017
Influenza - Avian,H5N8 HPAI,Africa,17/05/2017
Influenza - Avian,H5N8 HPAI,Africa,16/05/2017
Influenza - Avian,H5N1 HPAI,Africa,15/05/2017
Influenza - Avian,H7N9 LPAI,Asia,13/05/2017
Influenza - Avian,H7N9 LPAI,Asia,13/05/2017
Influenza - Avian,H7N9 LPAI,Asia,12/05/2017
Influenza - Avian,H7N9 LPAI,Asia,12/05/2017
Influenza - Avian,H7N9 LPAI,Asia,12/05/2017
Influenza - Avian,H7N9 LPAI,Asia,12/05/2017
Influenza - Avian,H7N9 LPAI,Asia,12/05/2017
Influenza - Avian,H5N8 HPAI,Europe,12/05/2017
Influenza - Avian,H7N9 LPAI,Asia,12/05/2017
Influenza - Avian,H5N2 HPAI,Asia,12/05/2017
Influenza - Avian,H5N8 HPAI,Europe,11/05/2017
Influenza - Avian,H5N8 HPAI,Europe,11/05/2017
Influenza - Avian,H5N2 HPAI,Asia,11/05/2017
Influenza - Avian,H5N8 HPAI,Europe,10/05/2017
Influenza - Avian,H5N2 HPAI,Asia,10/05/2017
Influenza - Avian,H5N8 HPAI,Europe,09/05/2017
Influenza - Avian,H7N9 LPAI,Asia,09/05/2017
Influenza - Avian,H5N8 HPAI,Europe,09/05/2017
Influenza - Avian,H5N8 HPAI,Europe,08/05/2017
Influenza - Avian,H5N2 HPAI,Asia,08/05/2017
Influenza - Avian,H7N9 LPAI,Asia,08/05/2017
Influenza - Avian,H7N9 LPAI,Asia,08/05/2017
Influenza - Avian,H7N9 LPAI,Asia,08/05/2017
Influenza - Avian,H7N9 LPAI,Asia,08/05/2017
Influenza - Avian,H7 LPAI,Africa,08/05/2017
Influenza - Avian,H5N2 HPAI,Asia,07/05/2017
Influenza - Avian,H7N9 LPAI,Asia,07/05/2017
Influenza - Avian,H7N9 LPAI,Asia,07/05/2017
Influenza - Avian,H7N9 LPAI,Asia,07/05/2017
Influenza - Avian,H7N9 LPAI,Asia,07/05/2017
Influenza - Avian,H5N8 HPAI,Asia,07/05/2017
Influenza - Avian,H5N8 HPAI,Asia,07/05/2017
Influenza - Avian,H5N8 HPAI,Europe,06/05/2017
Influenza - Avian,H5N8 HPAI,Europe,06/05/2017
Influenza - Avian,H7N9 LPAI,Asia,06/05/2017
Influenza - Avian,H5N8 HPAI,Asia,06/05/2017
Influenza - Avian,H5N1 HPAI,Africa,05/05/2017
Influenza - Avian,H5N1 HPAI,Africa,05/05/2017
Influenza - Avian,H5N1 HPAI,Africa,05/05/2017
Influenza - Avian,H5N8 HPAI,Europe,05/05/2017
Influenza - Avian,H7N9 LPAI,Asia,05/05/2017
Influenza - Avian,H5N1 HPAI,Africa,04/05/2017
Influenza - Avian,H5N1 HPAI,Africa,04/05/2017
Influenza - Avian,H5N1 HPAI,Africa,04/05/2017
Influenza - Avian,H7N9 LPAI,Asia,04/05/2017
Influenza - Avian,H5N1 HPAI,Asia,04/05/2017
Influenza - Avian,H7N9 LPAI,Asia,04/05/2017
Influenza - Avian,H7N9 LPAI,Asia,04/05/2017
Influenza - Avian,H5N8 HPAI,Europe,04/05/2017
Influenza - Avian,H5N8 HPAI,Africa,04/05/2017
Influenza - Avian,H7N9 LPAI,Asia,03/05/2017
Influenza - Avian,H7N9 LPAI,Asia,03/05/2017
Influenza - Avian,H5N8 HPAI,Europe,03/05/2017
Influenza - Avian,H7N9 LPAI,Asia,03/05/2017
Influenza - Avian,H5N8 HPAI,Europe,03/05/2017
Influenza - Avian,H5N1 HPAI,Asia,03/05/2017
Influenza - Avian,H5N2 HPAI,Asia,03/05/2017
Influenza - Avian,H7N9 HPAI,Asia,03/05/2017
Influenza - Avian,H7N9 LPAI,Asia,03/05/2017
Influenza - Avian,H7N9 LPAI,Asia,03/05/2017
Influenza - Avian,H5N1 HPAI,Africa,02/05/2017
Influenza - Avian,H5N1 HPAI,Africa,02/05/2017
Influenza - Avian,H5N8 HPAI,Europe,02/05/2017
Influenza - Avian,H7N9 LPAI,Asia,02/05/2017
Influenza - Avian,H7N9 LPAI,Asia,02/05/2017
Influenza - Avian,H7N9 LPAI,Asia,02/05/2017
Influenza - Avian,H7N9 LPAI,Asia,02/05/2017
Influenza - Avian,H5N8 HPAI,Africa,02/05/2017
Influenza - Avian,H7N9 LPAI,Asia,01/05/2017
Influenza - Avian,H5N2 HPAI,Asia,01/05/2017
Influenza - Avian,H7N9 LPAI,Asia,01/05/2017
Influenza - Avian,H7N9 LPAI,Asia,01/05/2017
Influenza - Avian,H9N2 LPAI,Africa,30/04/2017
Influenza - Avian,H7N9 LPAI,Asia,30/04/2017
Influenza - Avian,H7N9 LPAI,Asia,30/04/2017
Influenza - Avian,H7N9 LPAI,Asia,29/04/2017
Influenza - Avian,H7N9 LPAI,Asia,29/04/2017
Influenza - Avian,H7N9 LPAI,Asia,29/04/2017
Influenza - Avian,H5N1 HPAI,Asia,29/04/2017
Influenza - Avian,H7N9 LPAI,Asia,29/04/2017
Influenza - Avian,H7N9 LPAI,Asia,29/04/2017
Influenza - Avian,H5N1 HPAI,Africa,28/04/2017
Influenza - Avian,H5N1 HPAI,Africa,28/04/2017
Influenza - Avian,H9N2 LPAI,Asia,28/04/2017
Influenza - Avian,H7N9 HPAI,Asia,28/04/2017
Influenza - Avian,H5N2 HPAI,Asia,28/04/2017
Influenza - Avian,H9N2 LPAI,Asia,28/04/2017
Influenza - Avian,H5N1 HPAI,Asia,27/04/2017
Influenza - Avian,H5N8 HPAI,Europe,27/04/2017
Influenza - Avian,H5N1 HPAI,Africa,27/04/2017
Influenza - Avian,H5N1 HPAI,Africa,27/04/2017
Influenza - Avian,H5N1 HPAI,Africa,27/04/2017
Influenza - Avian,H7N9 LPAI,Asia,27/04/2017
Influenza - Avian,H7N9 LPAI,Asia,27/04/2017
Influenza - Avian,H7N9 LPAI,Asia,27/04/2017
Influenza - Avian,H5N1 HPAI,Asia,27/04/2017
Influenza - Avian,H5N1 HPAI,Africa,26/04/2017
Influenza - Avian,H5N1 HPAI,Africa,26/04/2017
Influenza - Avian,H7N9 LPAI,Asia,26/04/2017
Influenza - Avian,H7N9 LPAI,Asia,26/04/2017
Influenza - Avian,H7N9 LPAI,Asia,26/04/2017
Influenza - Avian,HPAI,Asia,26/04/2017
Influenza - Avian,H7N9 LPAI,Asia,26/04/2017
Influenza - Avian,H5N1 HPAI,Asia,25/04/2017
Influenza - Avian,H7N9 LPAI,Asia,25/04/2017
Influenza - Avian,H5N8 HPAI,Africa,25/04/2017
Influenza - Avian,H7N9 LPAI,Asia,25/04/2017
Influenza - Avian,H7N9 LPAI,Asia,25/04/2017
Influenza - Avian,H7N9 LPAI,Asia,25/04/2017
Influenza - Avian,H5N2 HPAI,Asia,25/04/2017
Influenza - Avian,H7N9 LPAI,Asia,25/04/2017
Influenza - Avian,H7N9 LPAI,Asia,25/04/2017
Influenza - Avian,H5N8 HPAI,Africa,25/04/2017
Influenza - Avian,H5N8 HPAI,Africa,25/04/2017
Influenza - Avian,H7N9 LPAI,Asia,25/04/2017
Influenza - Avian,H5N1 HPAI,Africa,24/04/2017
Influenza - Avian,H5N1 HPAI,Africa,24/04/2017
Influenza - Avian,H7N9 LPAI,Asia,24/04/2017
Influenza - Avian,H7N9 LPAI,Asia,24/04/2017
Influenza - Avian,H7N9 LPAI,Asia,24/04/2017
Influenza - Avian,H7N9 LPAI,Asia,24/04/2017
Influenza - Avian,H5N1 HPAI,Asia,24/04/2017
Influenza - Avian,H5N1 HPAI,Asia,24/04/2017
Influenza - Avian,H7N9 LPAI,Asia,23/04/2017
Influenza - Avian,H5N1 HPAI,Africa,23/04/2017
Influenza - Avian,H7N9 LPAI,Asia,23/04/2017
Influenza - Avian,H5N8 HPAI,Europe,22/04/2017
Influenza - Avian,H5N8 HPAI,Europe,22/04/2017
Influenza - Avian,H7N9 LPAI,Asia,21/04/2017
Influenza - Avian,H7N9 LPAI,Asia,21/04/2017
Influenza - Avian,H5N8 HPAI,Europe,21/04/2017
Influenza - Avian,H5N8 HPAI,Europe,21/04/2017
Influenza - Avian,H5N1 LPAI,Europe,21/04/2017
Influenza - Avian,H5N1 HPAI,Africa,20/04/2017
Influenza - Avian,H7N9 LPAI,Asia,20/04/2017
Influenza - Avian,H7N9 LPAI,Asia,20/04/2017
Influenza - Avian,H7N9 LPAI,Asia,20/04/2017
Influenza - Avian,H7N9 LPAI,Asia,20/04/2017
Influenza - Avian,H5N1 HPAI,Asia,20/04/2017
Influenza - Avian,H5N1 HPAI,Africa,19/04/2017
Influenza - Avian,H7N9 LPAI,Asia,19/04/2017
Influenza - Avian,H5N8 HPAI,Africa,19/04/2017
Influenza - Avian,H5N1 HPAI,Africa,18/04/2017
Influenza - Avian,H5N8 HPAI,Europe,18/04/2017
Influenza - Avian,H7N9 LPAI,Asia,18/04/2017
Influenza - Avian,H7N9 LPAI,Asia,18/04/2017
Influenza - Avian,H7N9 LPAI,Asia,18/04/2017
Influenza - Avian,H7N9 LPAI,Asia,18/04/2017
Influenza - Avian,H5N8 HPAI,Africa,18/04/2017
Influenza - Avian,H7N3 HPAI,Americas,18/04/2017
Influenza - Avian,H5N1 HPAI,Africa,17/04/2017
Influenza - Avian,H5N8 HPAI,Europe,17/04/2017
Influenza - Avian,H5N8 HPAI,Europe,17/04/2017
Influenza - Avian,H5N1 HPAI,Asia,17/04/2017
Influenza - Avian,H7N9 LPAI,Asia,17/04/2017
Influenza - Avian,H7N9 LPAI,Asia,17/04/2017
Influenza - Avian,H5N8 HPAI,Africa,17/04/2017
Influenza - Avian,H7N9 LPAI,Asia,17/04/2017
Influenza - Avian,H5N8 HPAI,Africa,16/04/2017
Influenza - Avian,H7N9 LPAI,Asia,16/04/2017
Influenza - Avian,H5N8 HPAI,Europe,16/04/2017
Influenza - Avian,H7N9 LPAI,Asia,16/04/2017
Influenza - Avian,H5N1 HPAI,Asia,15/04/2017
Influenza - Avian,H5N8 HPAI,Europe,15/04/2017
Influenza - Avian,H7N9 LPAI,Asia,15/04/2017
Influenza - Avian,H7N9 LPAI,Asia,15/04/2017
Influenza - Avian,H7N9 LPAI,Asia,15/04/2017
Influenza - Avian,H7N9 LPAI,Asia,15/04/2017
Influenza - Avian,H7N9 LPAI,Asia,15/04/2017
Influenza - Avian,H7N9 LPAI,Asia,15/04/2017
Influenza - Avian,H7N9 LPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N1 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N3 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N2 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N2 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N2 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N6 HPAI,Asia,15/04/2017
Influenza - Avian,H5N1 HPAI,Africa,14/04/2017
Influenza - Avian,H7N9 LPAI,Asia,14/04/2017
Influenza - Avian,H7N9 LPAI,Asia,14/04/2017
Influenza - Avian,H7N9 LPAI,Asia,14/04/2017
Influenza - Avian,H7N9 LPAI,Asia,14/04/2017
Influenza - Avian,H5N2 HPAI,Asia,14/04/2017
Influenza - Avian,H7N9 LPAI,Asia,14/04/2017
Influenza - Avian,H5N1 HPAI,Africa,13/04/2017
Influenza - Avian,H5N1 HPAI,Africa,13/04/2017
Influenza - Avian,H5N1 HPAI,Africa,13/04/2017
Influenza - Avian,H5N8 HPAI,Europe,13/04/2017
Influenza - Avian,H7N9 LPAI,Asia,13/04/2017
Influenza - Avian,H7N9 LPAI,Asia,13/04/2017
Influenza - Avian,H7N9 LPAI,Asia,13/04/2017
Influenza - Avian,H7N9 LPAI,Asia,13/04/2017
Influenza - Avian,H7N9 LPAI,Asia,13/04/2017
Influenza - Avian,H7N9 LPAI,Asia,13/04/2017
Influenza - Avian,H5N8 HPAI,Europe,13/04/2017
Influenza - Avian,H7N9 LPAI,Asia,13/04/2017
Influenza - Avian,H5N1 HPAI,Asia,13/04/2017
Influenza - Avian,H5N1 HPAI,Asia,13/04/2017
Influenza - Avian,H5N2 LPAI,Asia,13/04/2017
Influenza - Avian,H5N2 LPAI,Asia,13/04/2017
Influenza - Avian,H5N1 HPAI,Asia,12/04/2017
