tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,collection_original,profile_lab,profile,cluster_label,clade,collection_tipdate,cluster_number,collection_dateerror
H5N3|2344b|EPI_ISL_393518|unknown_avian|iran|23_13_23_2_15_21_3_14|2019-03-30,H5N3,EPI_ISL_393518,A/Avian/Iran/38AMA/2019,2019-03-30,2019-03,2019,avian other,unknown avian,NA,NA,NA,NA,wild,other,southern asia,iran,irn,32.5092139996448,54.4699733871232,NA,NA,NA,NA,NA,NA,23_13_23_2_15_21_3_14,H5N3/2019/R1_Asia,2344b,2019-03-30,cluster003,FALSE
H5N1|2344b|EPI_ISL_18245285|environment|south_korea|9_1_7_1_5_1_1_5|2022-11-15,H5N1,EPI_ISL_18245285,A/Em/Korea/22WF181-20P/2022,2022-11-15,2022-11,2022,environment,environment,NA,NA,NA,NA,NA,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,9_1_7_1_5_1_1_5,H5N1/2022/R60_Asia,2344b,2022-11-15,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245286|environment|south_korea|1_7_6_1_5_1_1_6|2022-11-15,H5N1,EPI_ISL_18245286,A/Em/Korea/22WF182-9P/2022,2022-11-15,2022-11,2022,environment,environment,NA,NA,NA,NA,NA,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,1_7_6_1_5_1_1_6,H5N1/2022/R49_Asia,2344b,2022-11-15,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245287|anseriformes|south_korea|11_7_6_1_5_1_1_6|2022-11-17,H5N1,EPI_ISL_18245287,A/whooper swan/Korea/22WC040/2022,2022-11-17,2022-11,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-11-17,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245288|anseriformes|south_korea|9_1_7_1_5_1_1_1|2022-11-21,H5N1,EPI_ISL_18245288,A/Bean goose/Korea/22WC059/2022,2022-11-21,2022-11,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,9_1_7_1_5_1_1_1,H5N1/2022/R58_Asia,2344b,2022-11-21,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245289|anseriformes|south_korea|11_7_6_1_5_1_1_6|2022-11-17,H5N1,EPI_ISL_18245289,A/whooper swan/Korea/22WC037/2022,2022-11-17,2022-11,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-11-17,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245290|gruiformes|south_korea|9_1_7_1_5_1_1_5|2022-11-17,H5N1,EPI_ISL_18245290,A/Hooded crane/Korea/22WC042-1P/2022,2022-11-17,2022-11,2022,avian other,gruiformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,9_1_7_1_5_1_1_5,H5N1/2022/R60_Asia,2344b,2022-11-17,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245291|anseriformes|south_korea|11_7_6_1_5_1_1_6|2022-11-18,H5N1,EPI_ISL_18245291,A/whooper swan/Korea/22WC044/2022,2022-11-18,2022-11,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-11-18,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245292|anseriformes|south_korea|11_7_1_1_6_1_1_1|2022-11-18,H5N1,EPI_ISL_18245292,A/whooper swan/Korea/22WC045/2022,2022-11-18,2022-11,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_1_1_6_1_1_1,H5N1/2022/R51_Asia,2344b,2022-11-18,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245293|gruiformes|south_korea|2_6_6_1_5_1_1_6|2022-11-18,H5N1,EPI_ISL_18245293,A/Hooded crane/Korea/22WC046-2/2022,2022-11-18,2022-11,2022,avian other,gruiformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,2_6_6_1_5_1_1_6,H5N1/2022/R53_Asia,2344b,2022-11-18,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245294|environment|south_korea|20_7_6_1_3_1_1_1|2022-11-16,H5N1,EPI_ISL_18245294,A/Em/Korea/22WF191-23P/2022,2022-11-16,2022-11,2022,environment,environment,NA,NA,NA,NA,NA,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,20_7_6_1_3_1_1_1,H5N1/2022/R55_Asia,2344b,2022-11-16,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245295|gruiformes|south_korea|9_1_7_1_5_1_1_5|2022-11-22,H5N1,EPI_ISL_18245295,A/Hooded crane/Korea/22WC064/2022,2022-11-22,2022-11,2022,avian other,gruiformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,9_1_7_1_5_1_1_5,H5N1/2022/R60_Asia,2344b,2022-11-22,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245296|anseriformes|south_korea|9_1_7_1_5_1_1_1|2022-11-22,H5N1,EPI_ISL_18245296,A/Bean goose/Korea/22WC068/2022,2022-11-22,2022-11,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,9_1_7_1_5_1_1_1,H5N1/2022/R58_Asia,2344b,2022-11-22,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245297|environment|south_korea|1_1_7_1_5_1_1_5|2022-11-21,H5N1,EPI_ISL_18245297,A/Em/Korea/22WF205-13P/2022,2022-11-21,2022-11,2022,environment,environment,NA,NA,NA,NA,NA,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,1_1_7_1_5_1_1_5,H5N1/2022/R25_Asia,2344b,2022-11-21,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245298|suliformes|south_korea|11_7_6_1_5_1_1_6|2022-11-23,H5N1,EPI_ISL_18245298,A/great cormorant/Korea/22WC071/2022,2022-11-23,2022-11,2022,avian other,suliformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-11-23,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245299|gruiformes|south_korea|9_1_7_1_5_1_1_5|2022-11-24,H5N1,EPI_ISL_18245299,A/Hooded crane/Korea/22WC073/2022,2022-11-24,2022-11,2022,avian other,gruiformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,9_1_7_1_5_1_1_5,H5N1/2022/R60_Asia,2344b,2022-11-24,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245300|environment|south_korea|9_1_7_1_5_1_1_5|2022-11-23,H5N1,EPI_ISL_18245300,A/Em/Korea/22WF229-3P/2022,2022-11-23,2022-11,2022,environment,environment,NA,NA,NA,NA,NA,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,9_1_7_1_5_1_1_5,H5N1/2022/R60_Asia,2344b,2022-11-23,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245301|charadriiformes|south_korea|11_7_6_1_5_1_1_6|2022-11-25,H5N1,EPI_ISL_18245301,A/black-headed gull/Korea/22WC077/2022,2022-11-25,2022-11,2022,charadriiformes,charadriiformes,NA,NA,NA,NA,wild,charadriiformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-11-25,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245302|anseriformes|south_korea|1_1_7_1_5_1_1_5|2022-11-24,H5N1,EPI_ISL_18245302,A/white-fronted goose/Korea/22WC099/2022,2022-11-24,2022-11,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,1_1_7_1_5_1_1_5,H5N1/2022/R25_Asia,2344b,2022-11-24,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245303|anseriformes|south_korea|1_6_6_1_5_1_1_5|2022-11-25,H5N1,EPI_ISL_18245303,A/Bean goose/Korea/22WC079/2022,2022-11-25,2022-11,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,1_6_6_1_5_1_1_5,H5N1/2022/R26_Asia,2344b,2022-11-25,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245304|anseriformes|south_korea|20_1_7_1_5_1_1_1|2022-11-25,H5N1,EPI_ISL_18245304,A/swan/Korea/22WC086/2022,2022-11-25,2022-11,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,20_1_7_1_5_1_1_1,H5N1/2022/R54_Asia,2344b,2022-11-25,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245305|gruiformes|south_korea|9_9_13_1_5_1_1_5|2022-11-26,H5N1,EPI_ISL_18245305,A/Hooded crane/Korea/22WC083/2022,2022-11-26,2022-11,2022,avian other,gruiformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,9_9_13_1_5_1_1_5,H5N1/2022/R56_Asia,2344b,2022-11-26,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245306|gruiformes|south_korea|11_7_6_1_5_1_1_6|2022-11-27,H5N1,EPI_ISL_18245306,A/white-naped crane/Korea/22WC091/2022,2022-11-27,2022-11,2022,avian other,gruiformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-11-27,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245307|anseriformes|south_korea|1_6_6_1_5_1_1_5|2022-11-28,H5N1,EPI_ISL_18245307,A/white-fronted goose/Korea/22WC116/2022,2022-11-28,2022-11,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,1_6_6_1_5_1_1_5,H5N1/2022/R26_Asia,2344b,2022-11-28,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245308|strigiformes|south_korea|11_7_6_1_5_1_1_6|2022-11-28,H5N1,EPI_ISL_18245308,A/Eurasian eagle owl/Korea/22WC105/2022,2022-11-28,2022-11,2022,avian other,strigiformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-11-28,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245309|gruiformes|south_korea|9_1_7_1_5_1_1_5|2022-11-28,H5N1,EPI_ISL_18245309,A/Hooded crane/Korea/22WC109/2022,2022-11-28,2022-11,2022,avian other,gruiformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,9_1_7_1_5_1_1_5,H5N1/2022/R60_Asia,2344b,2022-11-28,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245310|charadriiformes|south_korea|11_7_6_1_5_1_1_6|2022-11-28,H5N1,EPI_ISL_18245310,A/black-headed gull/Korea/22WC117/2022,2022-11-28,2022-11,2022,charadriiformes,charadriiformes,NA,NA,NA,NA,wild,charadriiformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-11-28,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245311|environment|south_korea|11_7_6_1_5_1_1_6|2022-11-16,H5N1,EPI_ISL_18245311,A/Em/Korea/22WF252-7P/2022,2022-11-16,2022-11,2022,environment,environment,NA,NA,NA,NA,NA,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-11-16,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245312|anseriformes|south_korea|11_7_6_1_5_1_1_6|2022-12-02,H5N1,EPI_ISL_18245312,A/whooper swan/Korea/22WC146/2022,2022-12-02,2022-12,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-12-02,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245313|gruiformes|south_korea|9_1_7_1_5_1_1_5|2022-12-04,H5N1,EPI_ISL_18245313,A/Hooded crane/Korea/22WC154/2022,2022-12-04,2022-12,2022,avian other,gruiformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,9_1_7_1_5_1_1_5,H5N1/2022/R60_Asia,2344b,2022-12-04,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245314|gruiformes|south_korea|9_1_7_1_5_1_1_5|2022-12-06,H5N1,EPI_ISL_18245314,A/Hooded crane/Korea/22WC167/2022,2022-12-06,2022-12,2022,avian other,gruiformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,9_1_7_1_5_1_1_5,H5N1/2022/R60_Asia,2344b,2022-12-06,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245315|gruiformes|south_korea|9_1_7_1_5_1_1_5|2022-12-07,H5N1,EPI_ISL_18245315,A/Hooded crane/Korea/22WC177/2022,2022-12-07,2022-12,2022,avian other,gruiformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,9_1_7_1_5_1_1_5,H5N1/2022/R60_Asia,2344b,2022-12-07,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245316|anseriformes|south_korea|11_7_6_1_5_1_1_6|2022-12-07,H5N1,EPI_ISL_18245316,A/Bean goose/Korea/22WC178/2022,2022-12-07,2022-12,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-12-07,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245317|environment|south_korea|11_1_13_1_5_1_1_5|2022-12-07,H5N1,EPI_ISL_18245317,A/Em/Korea/22WF296-4P/2022,2022-12-07,2022-12,2022,environment,environment,NA,NA,NA,NA,NA,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_1_13_1_5_1_1_5,H5N1/2022/R59_Asia,2344b,2022-12-07,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245318|pelecaniformes|south_korea|1_6_6_1_5_1_1_5|2022-12-09,H5N1,EPI_ISL_18245318,A/egret/Korea/22WC188/2022,2022-12-09,2022-12,2022,avian other,pelecaniformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,1_6_6_1_5_1_1_5,H5N1/2022/R26_Asia,2344b,2022-12-09,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245319|gruiformes|south_korea|9_1_7_1_5_1_1_5|2022-12-11,H5N1,EPI_ISL_18245319,A/Hooded crane/Korea/22WC196/2022,2022-12-11,2022-12,2022,avian other,gruiformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,9_1_7_1_5_1_1_5,H5N1/2022/R60_Asia,2344b,2022-12-11,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245320|anseriformes|south_korea|1_6_6_1_5_1_1_5|2022-12-13,H5N1,EPI_ISL_18245320,A/Bean goose/Korea/22WC200/2022,2022-12-13,2022-12,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,1_6_6_1_5_1_1_5,H5N1/2022/R26_Asia,2344b,2022-12-13,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245321|gruiformes|south_korea|9_1_7_1_5_1_1_5|2022-12-13,H5N1,EPI_ISL_18245321,A/Hooded crane/Korea/22WC208/2022,2022-12-13,2022-12,2022,avian other,gruiformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,9_1_7_1_5_1_1_5,H5N1/2022/R60_Asia,2344b,2022-12-13,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245322|gruiformes|south_korea|9_1_7_1_5_1_1_5|2022-12-14,H5N1,EPI_ISL_18245322,A/Hooded crane/Korea/22WC211/2022,2022-12-14,2022-12,2022,avian other,gruiformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,9_1_7_1_5_1_1_5,H5N1/2022/R60_Asia,2344b,2022-12-14,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245323|gruiformes|south_korea|9_1_7_1_5_1_1_5|2022-12-15,H5N1,EPI_ISL_18245323,A/Hooded crane/Korea/22WC215/2022,2022-12-15,2022-12,2022,avian other,gruiformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,9_1_7_1_5_1_1_5,H5N1/2022/R60_Asia,2344b,2022-12-15,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245324|environment|south_korea|11_7_6_1_5_1_1_6|2022-12-15,H5N1,EPI_ISL_18245324,A/em/Korea/22WF340-11P/2022,2022-12-15,2022-12,2022,environment,environment,NA,NA,NA,NA,NA,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-12-15,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245325|anseriformes|south_korea|11_7_6_1_5_1_1_6|2022-12-20,H5N1,EPI_ISL_18245325,A/white-fronted goose/Korea/22WC233/2022,2022-12-20,2022-12,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-12-20,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245326|gruiformes|south_korea|9_1_7_1_5_1_1_5|2022-12-20,H5N1,EPI_ISL_18245326,A/Hooded crane/Korea/22WC235/2022,2022-12-20,2022-12,2022,avian other,gruiformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,9_1_7_1_5_1_1_5,H5N1/2022/R60_Asia,2344b,2022-12-20,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245327|environment|south_korea|11_7_6_1_5_1_1_6|2022-12-22,H5N1,EPI_ISL_18245327,A/em/Korea/22WF378-1P/2022,2022-12-22,2022-12,2022,environment,environment,NA,NA,NA,NA,NA,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-12-22,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245328|anseriformes|south_korea|11_7_6_1_5_1_1_6|2022-12-23,H5N1,EPI_ISL_18245328,A/white-fronted goose/Korea/22WC244/2022,2022-12-23,2022-12,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-12-23,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245329|anseriformes|south_korea|11_7_6_1_5_1_1_6|2022-12-23,H5N1,EPI_ISL_18245329,A/white-fronted goose/Korea/22WC250/2022,2022-12-23,2022-12,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-12-23,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245330|anseriformes|south_korea|11_7_6_1_5_1_1_6|2022-12-22,H5N1,EPI_ISL_18245330,A/white-fronted goose/Korea/22WC254/2022,2022-12-22,2022-12,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-12-22,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245331|accipitriformes|south_korea|11_7_6_1_5_1_1_6|2022-12-25,H5N1,EPI_ISL_18245331,A/common buzzard/Korea/22WC247/2022,2022-12-25,2022-12,2022,avian other,accipitriformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-12-25,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245332|anseriformes|south_korea|11_7_6_1_5_1_1_6|2022-12-25,H5N1,EPI_ISL_18245332,A/white-fronted goose/Korea/22WC252/2022,2022-12-25,2022-12,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-12-25,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245333|anseriformes|south_korea|11_7_6_1_5_1_1_6|2022-12-26,H5N1,EPI_ISL_18245333,A/white-fronted goose/Korea/22WC245/2022,2022-12-26,2022-12,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-12-26,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245334|pelecaniformes|south_korea|11_7_6_1_5_1_1_6|2022-12-26,H5N1,EPI_ISL_18245334,A/egret/Korea/22WC265/2022,2022-12-26,2022-12,2022,avian other,pelecaniformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-12-26,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245335|pelecaniformes|south_korea|11_7_6_1_5_1_1_6|2022-12-27,H5N1,EPI_ISL_18245335,A/egret/Korea/22WC281/2022,2022-12-27,2022-12,2022,avian other,pelecaniformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-12-27,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245336|anseriformes|south_korea|11_7_6_1_5_1_1_6|2022-12-27,H5N1,EPI_ISL_18245336,A/white-fronted goose/Korea/22WC278/2022,2022-12-27,2022-12,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-12-27,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245337|pelecaniformes|south_korea|11_7_6_1_5_1_1_6|2022-12-28,H5N1,EPI_ISL_18245337,A/egret/Korea/22WC284/2022,2022-12-28,2022-12,2022,avian other,pelecaniformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-12-28,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245338|anseriformes|south_korea|11_1_6_1_5_1_1_6|2022-12-28,H5N1,EPI_ISL_18245338,A/white-fronted goose/Korea/22WC280/2022,2022-12-28,2022-12,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_1_6_1_5_1_1_6,H5N1/2022/R50_Asia,2344b,2022-12-28,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245339|anseriformes|south_korea|11_7_6_1_5_1_1_6|2023-01-03,H5N1,EPI_ISL_18245339,A/white-fronted goose/Korea/22WC317/2023,2023-01-03,2023-01,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-03,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245340|anseriformes|south_korea|11_7_6_1_5_1_1_6|2023-01-02,H5N1,EPI_ISL_18245340,A/white-fronted goose/Korea/22WC326/2023,2023-01-02,2023-01,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-02,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245341|anseriformes|south_korea|11_7_6_1_5_1_1_6|2023-01-02,H5N1,EPI_ISL_18245341,A/white-fronted goose/Korea/22WC328/2023,2023-01-02,2023-01,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-02,cluster001,FALSE
