isolate_id,isolate_name,subtype,location,host,date,domestic_status,clade,date_complete,date_frac,date_year,date_year_month,date_yday,date_year_week,location_1,location_2,location_3,location_4,location_5,location_n,location_c1,location_c2,host_meta,host_order,domestic_wild,host_class,cluster_pb2,cluster_pb1,cluster_pa,cluster_ha,cluster_np,cluster_na,cluster_mp,cluster_ns,cluster_profile,profile_lab,cluster_genome
EPI_ISL_14760735,A/laying_hen/Italy/21VIR11300/2021,H5N1,Europe / Italy,laying_hen,13/12/2021,,2.3.4.4b,TRUE,2021.948,2021,2021-12,347,2021.5,Europe,Italy,,,,italy,italy,italy,other_avian,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760736,A/chicken/Italy/21VIR11054-1/2021,H5N1,Europe / Italy,chicken,13/12/2021,,2.3.4.4b,TRUE,2021.948,2021,2021-12,347,2021.5,Europe,Italy,,,,italy,italy,italy,chicken,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760737,A/chicken/Italy/21VIR11056-1/2021,H5N1,Europe / Italy,chicken,13/12/2021,,2.3.4.4b,TRUE,2021.948,2021,2021-12,347,2021.5,Europe,Italy,,,,italy,italy,italy,chicken,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760738,A/chicken/Italy/21VIR11056-6/2021,H5N1,Europe / Italy,chicken,13/12/2021,,2.3.4.4b,TRUE,2021.948,2021,2021-12,347,2021.5,Europe,Italy,,,,italy,italy,italy,chicken,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760739,A/turkey/Italy/21VIR11058/2021,H5N1,Europe / Italy,turkey,13/12/2021,,2.3.4.4b,TRUE,2021.948,2021,2021-12,347,2021.5,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760740,A/turkey/Italy/21VIR11163/2021,H5N1,Europe / Italy,turkey,13/12/2021,,2.3.4.4b,TRUE,2021.948,2021,2021-12,347,2021.5,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760741,A/chicken/Italy/21VIR11235/2021,H5N1,Europe / Italy,chicken,14/12/2021,,2.3.4.4b,TRUE,2021.951,2021,2021-12,348,2021.5,Europe,Italy,,,,italy,italy,italy,chicken,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760742,A/avian/Italy/21VIR11236/2021,H5N1,Europe / Italy,avian,14/12/2021,,2.3.4.4b,TRUE,2021.951,2021,2021-12,348,2021.5,Europe,Italy,,,,italy,italy,italy,avian,unknown avian,wild,Avian other,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760743,A/turkey/Italy/21VIR11237/2021,H5N1,Europe / Italy,turkey,14/12/2021,,2.3.4.4b,TRUE,2021.951,2021,2021-12,348,2021.5,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760744,A/chicken/Italy/21VIR11238/2021,H5N1,Europe / Italy,chicken,14/12/2021,,2.3.4.4b,TRUE,2021.951,2021,2021-12,348,2021.5,Europe,Italy,,,,italy,italy,italy,chicken,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760745,A/guinea_fowl/Italy/21VIR11298/2021,H5N1,Europe / Italy,guinea_fowl,14/12/2021,,2.3.4.4b,TRUE,2021.951,2021,2021-12,348,2021.5,Europe,Italy,,,,italy,italy,italy,guineafowl,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760746,A/turkey/Italy/21VIR11302/2021,H5N1,Europe / Italy,turkey,14/12/2021,,2.3.4.4b,TRUE,2021.951,2021,2021-12,348,2021.5,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760747,A/turkey/Italy/21VIR11251-1/2021,H5N1,Europe / Italy,turkey,15/12/2021,,2.3.4.4b,TRUE,2021.953,2021,2021-12,349,2021.5,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760748,A/turkey/Italy/21VIR11252-1/2021,H5N1,Europe / Italy,turkey,15/12/2021,,2.3.4.4b,TRUE,2021.953,2021,2021-12,349,2021.5,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760750,A/laying_hen/Italy/21VIR11253-1/2021,H5N1,Europe / Italy,laying_hen,15/12/2021,,2.3.4.4b,TRUE,2021.953,2021,2021-12,349,2021.5,Europe,Italy,,,,italy,italy,italy,other_avian,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760751,A/laying_hen/Italy/21VIR11299/2021,H5N1,Europe / Italy,laying_hen,15/12/2021,,2.3.4.4b,TRUE,2021.953,2021,2021-12,349,2021.5,Europe,Italy,,,,italy,italy,italy,other_avian,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760752,A/avian/Italy/21VIR11301/2021,H5N1,Europe / Italy,avian,15/12/2021,,2.3.4.4b,TRUE,2021.953,2021,2021-12,349,2021.5,Europe,Italy,,,,italy,italy,italy,avian,unknown avian,wild,Avian other,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760753,A/turkey/Italy/21VIR11384-1/2021,H5N1,Europe / Italy,turkey,16/12/2021,,2.3.4.4b,TRUE,2021.956,2021,2021-12,350,2021.51,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760754,A/turkey/Italy/21VIR11387-1/2021,H5N1,Europe / Italy,turkey,16/12/2021,,2.3.4.4b,TRUE,2021.956,2021,2021-12,350,2021.51,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760755,A/laying_hen/Italy/21VIR11390-2/2021,H5N1,Europe / Italy,laying_hen,16/12/2021,,2.3.4.4b,TRUE,2021.956,2021,2021-12,350,2021.51,Europe,Italy,,,,italy,italy,italy,other_avian,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760756,A/turkey/Italy/21VIR11391-3/2021,H5N1,Europe / Italy,turkey,16/12/2021,,2.3.4.4b,TRUE,2021.956,2021,2021-12,350,2021.51,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760757,A/turkey/Italy/21VIR11392-2/2021,H5N1,Europe / Italy,turkey,16/12/2021,,2.3.4.4b,TRUE,2021.956,2021,2021-12,350,2021.51,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760758,A/turkey/Italy/21VIR11393-3/2021,H5N1,Europe / Italy,turkey,16/12/2021,,2.3.4.4b,TRUE,2021.956,2021,2021-12,350,2021.51,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760762,A/guinea_fowl/Italy/21VIR11383-1/2021,H5N1,Europe / Italy,guinea_fowl,16/12/2021,,2.3.4.4b,TRUE,2021.956,2021,2021-12,350,2021.51,Europe,Italy,,,,italy,italy,italy,guineafowl,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760774,A/chicken/Italy/21VIR11385-1/2021,H5N1,Europe / Italy,chicken,16/12/2021,,2.3.4.4b,TRUE,2021.956,2021,2021-12,350,2021.51,Europe,Italy,,,,italy,italy,italy,chicken,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760784,A/turkey/Italy/21VIR11386-1/2021,H5N1,Europe / Italy,turkey,16/12/2021,,2.3.4.4b,TRUE,2021.956,2021,2021-12,350,2021.51,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760793,A/laying_hen/Italy/21VIR11394-1/2021,H5N1,Europe / Italy,laying_hen,16/12/2021,,2.3.4.4b,TRUE,2021.956,2021,2021-12,350,2021.51,Europe,Italy,,,,italy,italy,italy,other_avian,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760803,A/laying_hen/Italy/21VIR11395-1/2021,H5N1,Europe / Italy,laying_hen,16/12/2021,,2.3.4.4b,TRUE,2021.956,2021,2021-12,350,2021.51,Europe,Italy,,,,italy,italy,italy,other_avian,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760814,A/turkey/Italy/21VIR11396-1/2021,H5N1,Europe / Italy,turkey,16/12/2021,,2.3.4.4b,TRUE,2021.956,2021,2021-12,350,2021.51,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760826,A/laying_hen/Italy/21VIR11486/2021,H5N1,Europe / Italy,laying_hen,17/12/2021,,2.3.4.4b,TRUE,2021.959,2021,2021-12,351,2021.51,Europe,Italy,,,,italy,italy,italy,other_avian,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760837,A/chicken/Italy/21VIR11485/2021,H5N1,Europe / Italy,chicken,17/12/2021,,2.3.4.4b,TRUE,2021.959,2021,2021-12,351,2021.51,Europe,Italy,,,,italy,italy,italy,chicken,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760849,A/turkey/Italy/21VIR11509/2021,H5N1,Europe / Italy,turkey,20/12/2021,,2.3.4.4b,TRUE,2021.967,2021,2021-12,354,2021.51,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760859,A/turkey/Italy/21VIR11510/2021,H5N1,Europe / Italy,turkey,20/12/2021,,2.3.4.4b,TRUE,2021.967,2021,2021-12,354,2021.51,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760870,A/turkey/Italy/21VIR11440-2/2021,H5N1,Europe / Italy,turkey,20/12/2021,,2.3.4.4b,TRUE,2021.967,2021,2021-12,354,2021.51,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760880,A/chicken/Italy/21VIR11508/2021,H5N1,Europe / Italy,chicken,20/12/2021,,2.3.4.4b,TRUE,2021.967,2021,2021-12,354,2021.51,Europe,Italy,,,,italy,italy,italy,chicken,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760891,A/turkey/Italy/21VIR11511/2021,H5N1,Europe / Italy,turkey,20/12/2021,,2.3.4.4b,TRUE,2021.967,2021,2021-12,354,2021.51,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760902,A/turkey/Italy/21VIR11506/2022,H5N1,Europe / Italy,turkey,20/12/2021,,2.3.4.4b,TRUE,2021.967,2021,2021-12,354,2021.51,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760913,A/turkey/Italy/21VIR11499-5/2021,H5N1,Europe / Italy,turkey,21/12/2021,,2.3.4.4b,TRUE,2021.97,2021,2021-12,355,2021.51,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760923,A/turkey/Italy/21VIR11503-1/2021,H5N1,Europe / Italy,turkey,21/12/2021,,2.3.4.4b,TRUE,2021.97,2021,2021-12,355,2021.51,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760936,A/laying_hen/Italy/21VIR11505-2/2021,H5N1,Europe / Italy,laying_hen,21/12/2021,,2.3.4.4b,TRUE,2021.97,2021,2021-12,355,2021.51,Europe,Italy,,,,italy,italy,italy,other_avian,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760946,A/laying_hen/Italy/21VIR11498-1/2021,H5N1,Europe / Italy,laying_hen,21/12/2021,,2.3.4.4b,TRUE,2021.97,2021,2021-12,355,2021.51,Europe,Italy,,,,italy,italy,italy,other_avian,Galliformes,domestic,Galliformes,10,1,1,1,1,1,1,7,10_1_1_1_1_1_1_7,H5N1/2021/R7_Europe,30
EPI_ISL_14760956,A/turkey/Italy/21VIR11492-4/2021,H5N1,Europe / Italy,turkey,21/12/2021,,2.3.4.4b,TRUE,2021.97,2021,2021-12,355,2021.51,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760967,A/turkey/Italy/21VIR11495-5/2021,H5N1,Europe / Italy,turkey,21/12/2021,,2.3.4.4b,TRUE,2021.97,2021,2021-12,355,2021.51,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760977,A/turkey/Italy/21VIR11500-3/2021,H5N1,Europe / Italy,turkey,21/12/2021,,2.3.4.4b,TRUE,2021.97,2021,2021-12,355,2021.51,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760988,A/duck/Italy/21VIR11501/2021,H5N1,Europe / Italy,duck,21/12/2021,,2.3.4.4b,TRUE,2021.97,2021,2021-12,355,2021.51,Europe,Italy,,,,italy,italy,italy,duck,Anseriformes,domestic,Anseriformes domestic,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14760999,A/turkey/Italy/21VIR11504/2021,H5N1,Europe / Italy,turkey,21/12/2021,,2.3.4.4b,TRUE,2021.97,2021,2021-12,355,2021.51,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761009,A/chicken/Italy/21VIR11571/2021,H5N1,Europe / Italy,chicken,21/12/2021,,2.3.4.4b,TRUE,2021.97,2021,2021-12,355,2021.51,Europe,Italy,,,,italy,italy,italy,chicken,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761020,A/chicken/Italy/21VIR11572/2021,H5N1,Europe / Italy,chicken,21/12/2021,,2.3.4.4b,TRUE,2021.97,2021,2021-12,355,2021.51,Europe,Italy,,,,italy,italy,italy,chicken,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761031,A/turkey/Italy/21VIR11596-3/2021,H5N1,Europe / Italy,turkey,22/12/2021,,2.3.4.4b,TRUE,2021.973,2021,2021-12,356,2021.51,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761041,A/broiler/Italy/21VIR11583-1/2021,H5N1,Europe / Italy,broiler,22/12/2021,,2.3.4.4b,TRUE,2021.973,2021,2021-12,356,2021.51,Europe,Italy,,,,italy,italy,italy,chicken,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761052,A/laying_hen/Italy/21VIR11595-5/2021,H5N1,Europe / Italy,laying_hen,22/12/2021,,2.3.4.4b,TRUE,2021.973,2021,2021-12,356,2021.51,Europe,Italy,,,,italy,italy,italy,other_avian,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761065,A/laying_hen/Italy/21VIR11597-1/2021,H5N1,Europe / Italy,laying_hen,22/12/2021,,2.3.4.4b,TRUE,2021.973,2021,2021-12,356,2021.51,Europe,Italy,,,,italy,italy,italy,other_avian,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761075,A/laying_hen/Italy/21VIR11592-1/2021,H5N1,Europe / Italy,laying_hen,23/12/2021,,2.3.4.4b,TRUE,2021.975,2021,2021-12,357,2021.52,Europe,Italy,,,,italy,italy,italy,other_avian,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761086,A/turkey/Italy/21VIR11586-1/2021,H5N1,Europe / Italy,turkey,23/12/2021,,2.3.4.4b,TRUE,2021.975,2021,2021-12,357,2021.52,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761097,A/turkey/Italy/21VIR11587-1/2021,H5N1,Europe / Italy,turkey,23/12/2021,,2.3.4.4b,TRUE,2021.975,2021,2021-12,357,2021.52,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761107,A/turkey/Italy/21VIR11587-2/2021,H5N1,Europe / Italy,turkey,23/12/2021,,2.3.4.4b,TRUE,2021.975,2021,2021-12,357,2021.52,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761119,A/turkey/Italy/21VIR11691/2021,H5N1,Europe / Italy,turkey,23/12/2021,,2.3.4.4b,TRUE,2021.975,2021,2021-12,357,2021.52,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761129,A/turkey/Italy/21VIR11692/2021,H5N1,Europe / Italy,turkey,23/12/2021,,2.3.4.4b,TRUE,2021.975,2021,2021-12,357,2021.52,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761141,A/turkey/Italy/21VIR11690/2021,H5N1,Europe / Italy,turkey,24/12/2021,,2.3.4.4b,TRUE,2021.978,2021,2021-12,358,2021.52,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761152,A/turkey/Italy/21VIR11661-7/2021,H5N1,Europe / Italy,turkey,26/12/2021,,2.3.4.4b,TRUE,2021.984,2021,2021-12,360,2021.52,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761165,A/broiler/Italy/21VIR11800/2021,H5N1,Europe / Italy,broiler,27/12/2021,,2.3.4.4b,TRUE,2021.986,2021,2021-12,361,2021.52,Europe,Italy,,,,italy,italy,italy,chicken,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761176,A/laying_hen/Italy/21VIR11801-7/2021,H5N1,Europe / Italy,laying_hen,27/12/2021,,2.3.4.4b,TRUE,2021.986,2021,2021-12,361,2021.52,Europe,Italy,,,,italy,italy,italy,other_avian,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761188,A/broiler/Italy/21VIR11802-1/2021,H5N1,Europe / Italy,broiler,27/12/2021,,2.3.4.4b,TRUE,2021.986,2021,2021-12,361,2021.52,Europe,Italy,,,,italy,italy,italy,chicken,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761199,A/turkey/Italy/21VIR11772-7/2021,H5N1,Europe / Italy,turkey,28/12/2021,,2.3.4.4b,TRUE,2021.989,2021,2021-12,362,2021.52,Europe,Italy,,,,italy,italy,italy,turkey,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761208,A/avian/Italy/21VIR11773-4/2021,H5N1,Europe / Italy,avian,28/12/2021,,2.3.4.4b,TRUE,2021.989,2021,2021-12,362,2021.52,Europe,Italy,,,,italy,italy,italy,avian,unknown avian,wild,Avian other,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761312,A/chicken/Italy/22VIR234-1/2022,H5N1,Europe / Italy,chicken,08/01/2022,,2.3.4.4b,TRUE,2022.019,2022,2022-01,8,2022.2,Europe,Italy,,,,italy,italy,italy,chicken,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761318,A/laying_hen/Italy/22VIR204-1/2022,H5N1,Europe / Italy,laying_hen,10/01/2022,,2.3.4.4b,TRUE,2022.025,2022,2022-01,10,2022.2,Europe,Italy,,,,italy,italy,italy,other_avian,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761349,A/hawk/Italy/22VIR428-7/2022,H5N1,Europe / Italy,hawk,14/01/2022,,2.3.4.4b,TRUE,2022.036,2022,2022-01,14,2022.3,Europe,Italy,,,,italy,italy,italy,other_avian,Accipitriformes,wild,Avian other,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761361,A/buzzard/Italy/22VIR767-1/2022,H5N1,Europe / Italy,buzzard,24/01/2022,,2.3.4.4b,TRUE,2022.063,2022,2022-01,24,2022.4,Europe,Italy,,,,italy,italy,italy,other_avian,Accipitriformes,wild,Avian other,10,1,1,1,1,1,1,7,10_1_1_1_1_1_1_7,H5N1/2021/R7_Europe,30
EPI_ISL_14761373,A/buzzard/Italy/22VIR767-2/2022,H5N1,Europe / Italy,buzzard,24/01/2022,,2.3.4.4b,TRUE,2022.063,2022,2022-01,24,2022.4,Europe,Italy,,,,italy,italy,italy,other_avian,Accipitriformes,wild,Avian other,10,1,1,1,1,1,1,7,10_1_1_1_1_1_1_7,H5N1/2021/R7_Europe,30
EPI_ISL_14761383,A/swan/Italy/22VIR1560/2022,H5N1,Europe / Italy,swan,27/01/2022,,2.3.4.4b,TRUE,2022.071,2022,2022-01,27,2022.4,Europe,Italy,,,,italy,italy,italy,swan,Anseriformes,wild,Anseriformes wild,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761395,A/herring_gull/Italy/22VIR1710-3/2022,H5N1,Europe / Italy,herring_gull,01/02/2022,,2.3.4.4b,TRUE,2022.085,2022,2022-02,32,2022.5,Europe,Italy,,,,italy,italy,italy,other_avian,Charadriiformes,wild,Charadriiformes,1,1,2,1,1,1,1,1,1_1_2_1_1_1_1_1,H5N1/2021/R2_Europe,3
EPI_ISL_14761407,A/duck/Italy/22VIR1294-1/2022,H5N1,Europe / Italy,duck,08/02/2022,,2.3.4.4b,TRUE,2022.104,2022,2022-02,39,2022.6,Europe,Italy,,,,italy,italy,italy,duck,Anseriformes,domestic,Anseriformes domestic,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761417,A/duck/Italy/22VIR1295-1/2022,H5N1,Europe / Italy,duck,08/02/2022,,2.3.4.4b,TRUE,2022.104,2022,2022-02,39,2022.6,Europe,Italy,,,,italy,italy,italy,duck,Anseriformes,domestic,Anseriformes domestic,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_14761428,A/goose/Italy/22VIR1520/2022,H5N1,Europe / Italy,goose,14/02/2022,,2.3.4.4b,TRUE,2022.121,2022,2022-02,45,2022.7,Europe,Italy,,,,italy,italy,italy,goose,Anseriformes,domestic,Anseriformes domestic,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
