tipnames	virus.subtype	host.class	host.order	collection.region.name	tiplocation_lat	tiplocation_lon	cluster.number
H5N1.EPI_ISL_15944663.Anseriformes.south_korea.128.2022-11-17	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.907757	127.766922	profile001
H5N1.EPI_ISL_17949987.Anseriformes.japan.80.2022-11-26	H5N1	Anseriformes_wild	Anseriformes	eastern asia	36.6959518	137.2136768	profile001
H5N1.EPI_ISL_15944667.Anseriformes.south_korea.128.2022-11-21	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.907757	127.766922	profile001
H5N1.EPI_ISL_18284467.Anseriformes.japan.NA.2022-11-11	H5N1	Anseriformes_wild	Anseriformes	eastern asia	34.2305113	135.1708083	profile001
H5N1.EPI_ISL_18284469.Galliformes.japan.NA.2022-11-22	H5N1	Galliformes_domestic	Galliformes	eastern asia	34.3429904	134.0376604	profile001
H5N1.EPI_ISL_18284475.Galliformes.japan.NA.2022-12-21	H5N1	Galliformes_domestic	Galliformes	eastern asia	31.9076736	131.4202411	profile001
H5N1.EPI_ISL_18284473.Galliformes.japan.NA.2022-12-16	H5N1	Galliformes_domestic	Galliformes	eastern asia	34.3852029	132.4552927	profile001
H5N1.EPI_ISL_18066450.Passeriformes.japan.NA.2023-01-06	H5N1	Passeriformes_wild	Passeriformes	eastern asia	31.9076736	131.4202411	profile001
H5N1.EPI_ISL_16955796.Falconiformes.japan.NA.2022-12-14	H5N1	Falconiformes_wild	Falconiformes	eastern asia	38.2590428	140.8307874	profile001
H5N1.EPI_ISL_18284474.Anseriformes.japan.NA.2022-12-20	H5N1	Anseriformes_wild	Anseriformes	eastern asia	34.6551456	133.9195019	profile001
H5N1.EPI_ISL_17949961.Passeriformes.japan.80.2023-03-10	H5N1	Passeriformes_wild	Passeriformes	eastern asia	35.4769011	139.6294307	profile001
H5N1.EPI_ISL_18066456.Passeriformes.japan.NA.2023-02-20	H5N1	Passeriformes_wild	Passeriformes	eastern asia	36.3813638	139.7303175	profile001
H5N1.EPI_ISL_17309165.Accipitriformes.japan.NA.2023-01-18	H5N1	Accipitriformes_wild	Accipitriformes	eastern asia	36.3813638	139.7303175	profile001
H5N1.EPI_ISL_18066454.Gruiformes.japan.NA.2023-02-23	H5N1	Gruiformes_wild	Gruiformes	eastern asia	35.7134285	139.7623078	profile001
H5N1.EPI_ISL_18241793.Anseriformes.viet_nam.NA.2023-06-05	H5N1	Anseriformes_wild	Anseriformes	south-eastern asia	14.058324	108.277199	profile001
H5N1.EPI_ISL_18241796.Galliformes.viet_nam.NA.2023-09-05	H5N1	Galliformes_domestic	Galliformes	south-eastern asia	14.058324	108.277199	profile001
H5N1.EPI_ISL_18241795.Anseriformes.viet_nam.NA.2023-06-05	H5N1	Anseriformes_wild	Anseriformes	south-eastern asia	14.058324	108.277199	profile001
H5N1.EPI_ISL_18130247.Passeriformes.japan.NA.2023-01-05	H5N1	Passeriformes_wild	Passeriformes	eastern asia	35.8617292	139.6454822	profile001
H5N1.EPI_ISL_17309160.Falconiformes.japan.NA.2023-01-17	H5N1	Falconiformes_wild	Falconiformes	eastern asia	39.9725899	141.2125163	profile001
H5N1.EPI_ISL_18066457.Passeriformes.japan.NA.2023-02-06	H5N1	Passeriformes_wild	Passeriformes	eastern asia	33.5903547	130.4017155	profile001
H5N1.EPI_ISL_17638143.Galliformes.japan.80.2023-04-02	H5N1	Galliformes_domestic	Galliformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_18007231.Passeriformes.japan.NA.2023-03-15	H5N1	Passeriformes_wild	Passeriformes	eastern asia	39.7200079	140.1025642	profile001
H5N1.EPI_ISL_18284468.Galliformes.japan.NA.2022-12-05	H5N1	Galliformes_domestic	Galliformes	eastern asia	34.7404223	137.3865704	profile001
H5N1.EPI_ISL_china_18.NA.china.80.2023-01-01	H5N1	unknown	NA	eastern asia	29.9488786	121.1430935	profile001
H5N1.EPI_ISL_17949986.Passeriformes.japan.80.2023-02-07	H5N1	Passeriformes_wild	Passeriformes	eastern asia	37.9161924	139.0364126	profile001
H5N1.EPI_ISL_16955767.Anseriformes.japan.NA.2022-12-17	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.6072668	140.1062907	profile001
H5N1.EPI_ISL_17075759.Primates.china.19.2023-02-10	H5N1	Primates_wild	Primates	eastern asia	32.0922799	118.6126374	profile001
H5N1.EPI_ISL_china_2023082.Anseriformes.china.19.2021-11-04	H5N1	Anseriformes_wild	Anseriformes	eastern asia	30.9894798	112.8721355	profile001
H5N1.EPI_ISL_china_20230850.Anseriformes.china.19.2021-12-03	H5N1	Anseriformes_wild	Anseriformes	eastern asia	32.1277675	114.0791925	profile001
H5N1.EPI_ISL_china_20230854.Suliformes.china.19.2021-12-01	H5N1	Suliformes_wild	Suliformes	eastern asia	31.844419	117.254331	profile001
H5N1.EPI_ISL_china_20230851.Anseriformes.china.19.2021-12-02	H5N1	Anseriformes_wild	Anseriformes	eastern asia	32.1277675	114.0791925	profile001
H5N1.EPI_ISL_13352706.Anseriformes.china.NA.2021-12-17	H5N1	Anseriformes_wild	Anseriformes	eastern asia	32.1277675	114.0791925	profile001
H5N1.EPI_ISL_13352727.Anseriformes.china.NA.2021-12-17	H5N1	Anseriformes_wild	Anseriformes	eastern asia	32.1277675	114.0791925	profile001
H5N1.EPI_ISL_13352704.Anseriformes.china.NA.2021-12-17	H5N1	Anseriformes_wild	Anseriformes	eastern asia	28.4560996	117.9215965	profile001
H5N1.EPI_ISL_china_20230841.Anseriformes.china.19.2021-12-20	H5N1	Anseriformes_wild	Anseriformes	eastern asia	38.852843	105.7008601	profile001
H5N1.EPI_ISL_china_20230844.Anseriformes.china.19.2021-11-25	H5N1	Anseriformes_wild	Anseriformes	eastern asia	38.852843	105.7008601	profile001
H5N1.EPI_ISL_china_35.Anseriformes.china.19.2022-06-18	H5N1	Anseriformes_wild	Anseriformes	eastern asia	36.085841	120.3403854	profile001
H5N1.EPI_ISL_china_28.Podicipediformes.china.19.2022-07-21	H5N1	Podicipediformes_wild	Podicipediformes	eastern asia	36.085841	120.3403854	profile001
H5N1.EPI_ISL_china_44.Charadriiformes.china.19.2022-07-22	H5N1	Charadriiformes_wild	Charadriiformes	eastern asia	36.085841	120.3403854	profile001
H5N1.EPI_ISL_china_43.Charadriiformes.china.19.2022-07-21	H5N1	Charadriiformes_wild	Charadriiformes	eastern asia	36.085841	120.3403854	profile001
H5N1.EPI_ISL_china_40.Podicipediformes.china.19.2022-07-21	H5N1	Podicipediformes_wild	Podicipediformes	eastern asia	36.085841	120.3403854	profile001
H5N1.EPI_ISL_china_46.Charadriiformes.china.19.2022-07-22	H5N1	Charadriiformes_wild	Charadriiformes	eastern asia	36.085841	120.3403854	profile001
H5N1.EPI_ISL_8769033.Galliformes.russia.NA.2021-10-30	H5N1	Galliformes_domestic	Galliformes	eastern asia	49.5884314	117.4794621	profile001
H5N1.EPI_ISL_china_39.Anseriformes.china.19.2022-06-18	H5N1	Anseriformes_wild	Anseriformes	eastern asia	36.085841	120.3403854	profile001
H5N1.EPI_ISL_china_29.Podicipediformes.china.19.2022-07-15	H5N1	Podicipediformes_wild	Podicipediformes	eastern asia	36.085841	120.3403854	profile001
H5N1.EPI_ISL_8769018.Galliformes.russia.NA.2021-10-12	H5N1	Galliformes_domestic	Galliformes	eastern asia	49.5884314	117.4794621	profile001
H5N1.EPI_ISL_china_34.Anseriformes.china.19.2022-06-18	H5N1	Anseriformes_wild	Anseriformes	eastern asia	36.085841	120.3403854	profile001
H5N1.EPI_ISL_13243698.Anseriformes.bangladesh.19.2021-12-22	H5N1	Anseriformes_wild	Anseriformes	southern asia	23.684994	90.356331	profile001
H5N1.EPI_ISL_14886825.Anseriformes.bangladesh.19.2021-12-19	H5N1	Anseriformes_wild	Anseriformes	southern asia	23.684994	90.356331	profile001
H5N1.EPI_ISL_9221537.Anseriformes.netherlands.NA.2022-01-04	H5N1	Anseriformes_wild	Anseriformes	western europe	52.132633	5.29126599999995	profile001
H5N1.EPI_ISL_china_2023087.Anseriformes.china.19.2021-11-20	H5N1	Anseriformes_wild	Anseriformes	eastern asia	30.9894798	112.8721355	profile001
H5N1.EPI_ISL_12749687.Galliformes.israel.2.2021-10-12	H5N1	Galliformes_domestic	Galliformes	western asia	32.8404017	35.4781926000001	profile001
H5N1.EPI_ISL_9648238.Anseriformes.sweden.NA.2021-12-16	H5N1	Anseriformes_wild	Anseriformes	northern europe	60.128161	18.643501	profile001
H5N1.EPI_ISL_8769019.Galliformes.russia.NA.2021-10-12	H5N1	Galliformes_domestic	Galliformes	eastern asia	49.5884314	117.4794621	profile001
H5N1.EPI_ISL_13370893.Charadriiformes.united_kingdom.3.2021-12-24	H5N1	Charadriiformes_wild	Charadriiformes	northern europe	52.0190289	-0.770427400000017	profile001
H5N1.EPI_ISL_13370505.Falconiformes.united_kingdom.3.2021-12-01	H5N1	Falconiformes_wild	Falconiformes	northern europe	52.0190289	-0.770427400000017	profile001
H5N1.EPI_ISL_13369783.Anseriformes.united_kingdom.3.2021-11-27	H5N1	Anseriformes_wild	Anseriformes	northern europe	52.0190289	-0.770427400000017	profile001
H5N1.EPI_ISL_13369777.Galliformes.united_kingdom.3.2021-11-25	H5N1	Galliformes_domestic	Galliformes	northern europe	52.0190289	-0.770427400000017	profile001
H5N1.EPI_ISL_13618384.Anseriformes.israel.NA.2021-11-18	H5N1	Anseriformes_wild	Anseriformes	western asia	31.046051	34.8516119999999	profile001
H5N1.EPI_ISL_15647835.Anseriformes.south_korea.9.2022-10-19	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.907757	127.766922	profile001
H5N1.EPI_ISL_18132572.Anseriformes.united_states.NA.2022-04-27	H5N1	Anseriformes_wild	Anseriformes	northern america	63.588753	-154.4930619	profile001
H5N1.EPI_ISL_16297342.Galliformes.united_states.9.2022-10-17	H5N1	Galliformes_domestic	Galliformes	northern america	31.9685988	-99.9018131	profile001
H5N1.EPI_ISL_17051394.Pelecaniformes.canada.9.2022-08-12	H5N1	Pelecaniformes_wild	Pelecaniformes	northern america	53.7266683	-127.6476206	profile001
H5N1.EPI_ISL_17051343.Pelecaniformes.canada.NA.2022-06-02	H5N1	Pelecaniformes_wild	Pelecaniformes	northern america	53.7266683	-127.6476206	profile001
H5N1.EPI_ISL_17051363.Galliformes.canada.9.2022-06-15	H5N1	Galliformes_domestic	Galliformes	northern america	53.7266683	-127.6476206	profile001
H5N1.EPI_ISL_17051426.Anseriformes.canada.9.2022-11-21	H5N1	Anseriformes_wild	Anseriformes	northern america	53.7266683	-127.6476206	profile001
H5N1.EPI_ISL_16244005.Galliformes.united_states.9.2022-05-17	H5N1	Galliformes_domestic	Galliformes	northern america	45.9019541	-115.7237432	profile001
H5N1.EPI_ISL_16243915.Anseriformes.united_states.9.2022-05-16	H5N1	Anseriformes_wild	Anseriformes	northern america	45.9019541	-115.7237432	profile001
H5N1.EPI_ISL_17260689.Carnivora.united_states.9.2022-07-22	H5N1	Carnivora_wild	Carnivora	northern america	45.9019541	-115.7237432	profile001
H5N1.EPI_ISL_17260682.Carnivora.united_states.9.2022-06-07	H5N1	Carnivora_wild	Carnivora	northern america	47.7510741	-120.7401386	profile001
H5N1.EPI_ISL_17051368.Accipitriformes.canada.NA.2022-06-17	H5N1	Accipitriformes_wild	Accipitriformes	northern america	53.7266683	-127.6476206	profile001
H5N1.EPI_ISL_16183656.Anseriformes.canada.9.2022-04-27	H5N1	Anseriformes_wild	Anseriformes	northern america	53.9332706	-116.5765035	profile001
H5N1.EPI_ISL_16189912.Strigiformes.canada.9.2022-04-28	H5N1	Strigiformes_wild	Strigiformes	northern america	53.9332706	-116.5765035	profile001
H5N1.EPI_ISL_16023376.Carnivora.canada.9.2022-05-31	H5N1	Carnivora_wild	Carnivora	northern america	53.9332706	-116.5765035	profile001
H5N1.EPI_ISL_16183504.Galliformes.canada.9.2022-05-16	H5N1	Galliformes_domestic	Galliformes	northern america	53.9332706	-116.5765035	profile001
H5N1.EPI_ISL_17051351.Anseriformes.canada.NA.2022-05-31	H5N1	Anseriformes_wild	Anseriformes	northern america	53.7266683	-127.6476206	profile001
H5N1.EPI_ISL_16297368.Galliformes.united_states.9.2022-10-10	H5N1	Galliformes_domestic	Galliformes	northern america	41.4774748	-105.6366568	profile001
H5N1.EPI_ISL_16297358.Galliformes.united_states.9.2022-10-10	H5N1	Galliformes_domestic	Galliformes	northern america	39.5500507	-105.7820674	profile001
H5N1.EPI_ISL_17964927.Strigiformes.united_states.9.2023-03-28	H5N1	Strigiformes_wild	Strigiformes	northern america	45.9019541	-115.7237432	profile001
H5N1.EPI_ISL_17964926.Passeriformes.united_states.9.2023-03-28	H5N1	Passeriformes_wild	Passeriformes	northern america	45.9019541	-115.7237432	profile001
H5N1.EPI_ISL_17964942.Accipitriformes.united_states.9.2023-04-11	H5N1	Accipitriformes_wild	Accipitriformes	northern america	43.9695148	-99.9018131	profile001
H5N1.EPI_ISL_16023374.Carnivora.canada.9.2022-07-19	H5N1	Carnivora_wild	Carnivora	northern america	53.9332706	-116.5765035	profile001
H5N1.EPI_ISL_16297332.Anseriformes.united_states.9.2022-10-14	H5N1	Anseriformes_wild	Anseriformes	northern america	31.2448234	-92.1450245	profile001
H5N1.EPI_ISL_16189977.Strigiformes.canada.9.2022-04-28	H5N1	Strigiformes_wild	Strigiformes	northern america	53.9332706	-116.5765035	profile001
H5N1.EPI_ISL_13370512.Anseriformes.united_kingdom.5.2021-12-03	H5N1	Anseriformes_wild	Anseriformes	northern europe	54.7877149	-6.49231450000002	profile001
H5N1.EPI_ISL_13369399.Galliformes.united_kingdom.5.2021-11-02	H5N1	Galliformes_wild	Galliformes	northern europe	52.0190289	-0.770427400000017	profile001
H5N1.EPI_ISL_5145744.Charadriiformes.germany.5.2021-07-17	H5N1	Charadriiformes_wild	Charadriiformes	western europe	52.6367036	9.8450765	profile001
H5N1.EPI_ISL_18112322.Galliformes.united_kingdom.NA.2021-02-10	H5N1	Galliformes_wild	Galliformes	northern europe	56.3953367	-3.43466100000001	profile001
H5N1.EPI_ISL_683592.Anseriformes.italy.5.2020-11-21	H5N1	Anseriformes_wild	Anseriformes	southern europe	45.7223889	11.3879145	profile001
H5N5.EPI_ISL_1665262.Anseriformes.slovakia.44.2021-01-15	H5N5	Anseriformes_wild	Anseriformes	eastern europe	48.3118304	17.1973299	profile001
H5N8.EPI_ISL_5098135.Falconiformes.germany.1.2020-12-21	H5N8	Falconiformes_wild	Falconiformes	western europe	52.6367036	9.8450765	profile001
H5N8.EPI_ISL_623074.Galliformes.iraq.1.2020-05-12	H5N8	Galliformes_domestic	Galliformes	western asia	36.3489	44.1577	profile001
H5N8.EPI_ISL_13632084.Galliformes.kazakhstan.1.2020-08-01	H5N8	Galliformes_domestic	Galliformes	central asia	43.255058	76.912628	profile001
H5N8.EPI_ISL_14874401.Galliformes.kazakhstan.1.2020-08-01	H5N8	Galliformes_domestic	Galliformes	central asia	48.019573	66.923684	profile001
H5N8.EPI_ISL_631824.Anseriformes.south_korea.10.2020-10-21	H5N8	Anseriformes_wild	Anseriformes	eastern asia	36.8	127.7	profile002
H5N8.EPI_ISL_710445.Galliformes.japan.16.2020-12-01	H5N8	Galliformes_domestic	Galliformes	eastern asia	31.9076736	131.4202411	profile002
H5N8.EPI_ISL_17086229.environment.japan.NA.2020-12-02	H5N8	unknown	environment	eastern asia	31.9076736	131.4202411	profile002
H5N8.EPI_ISL_718113.Galliformes.japan.16.2020-12-09	H5N8	Galliformes_domestic	Galliformes	eastern asia	33.2395578	131.609272	profile002
H5N8.EPI_ISL_710446.Galliformes.japan.16.2020-12-02	H5N8	Galliformes_domestic	Galliformes	eastern asia	31.9076736	131.4202411	profile002
H5N8.EPI_ISL_718109.Galliformes.japan.16.2020-12-07	H5N8	Galliformes_domestic	Galliformes	eastern asia	31.9076736	131.4202411	profile002
H5N8.EPI_ISL_1273438.Galliformes.japan.16.2021-03-13	H5N8	Galliformes_domestic	Galliformes	eastern asia	36.3813638	139.7303175	profile002
H5N8.EPI_ISL_17086353.environment.japan.NA.2021-03-13	H5N8	unknown	environment	eastern asia	36.3813638	139.7303175	profile002
H5N8.EPI_ISL_854601.Galliformes.japan.10.2021-01-01	H5N8	Galliformes_domestic	Galliformes	eastern asia	35.4232984	136.7606537	profile002
H5N8.EPI_ISL_854602.Galliformes.japan.10.2021-01-01	H5N8	Galliformes_domestic	Galliformes	eastern asia	35.4232984	136.7606537	profile002
H5N8.EPI_ISL_17086336.Galliformes.japan.NA.2021-01-02	H5N8	Galliformes_domestic	Galliformes	eastern asia	35.4232984	136.7606537	profile002
H5N8.EPI_ISL_16405666.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_17805870.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	36.204824	138.252924	profile002
H5N8.EPI_ISL_738056.Galliformes.japan.16.2020-12-18	H5N8	Galliformes_domestic	Galliformes	eastern asia	31.9076736	131.4202411	profile002
H5N8.EPI_ISL_17086348.environment.japan.NA.2020-12-19	H5N8	unknown	environment	eastern asia	31.9076736	131.4202411	profile002
H5N8.EPI_ISL_732938.Galliformes.japan.16.2020-12-13	H5N8	Galliformes_domestic	Galliformes	eastern asia	31.9076736	131.4202411	profile002
H5N8.EPI_ISL_718123.Galliformes.japan.16.2020-12-09	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.2305113	135.1708083	profile002
H5N8.EPI_ISL_17086303.environment.japan.NA.2020-12-10	H5N8	unknown	environment	eastern asia	34.2305113	135.1708083	profile002
H5N8.EPI_ISL_732939.Galliformes.japan.16.2020-12-13	H5N8	Galliformes_domestic	Galliformes	eastern asia	31.9076736	131.4202411	profile002
H5N8.EPI_ISL_4062112.Anseriformes.japan.16.2020-12-22	H5N8	Anseriformes_wild	Anseriformes	eastern asia	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_4061712.Anseriformes.japan.10.2021-02-17	H5N8	Anseriformes_wild	Anseriformes	eastern asia	38.2590428	140.8307874	profile002
H5N8.EPI_ISL_681284.Galliformes.japan.10.2020-11-25	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.680578	135.1652915	profile002
H5N8.EPI_ISL_17086228.environment.japan.NA.2020-11-25	H5N8	unknown	environment	eastern asia	34.680578	135.1652915	profile002
H5N8.EPI_ISL_697771.Anseriformes.japan.10.2020-10-24	H5N8	Anseriformes_wild	Anseriformes	eastern asia	44	143	profile002
H5N8.EPI_ISL_759855.Galliformes.japan.16.2020-12-22	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.3429904	134.0376604	profile002
H5N8.EPI_ISL_759856.Galliformes.japan.16.2020-12-22	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.3429904	134.0376604	profile002
H5N8.EPI_ISL_16405674.environment.japan.10.2020-12-07	H5N8	unknown	environment	eastern asia	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_17805816.environment.japan.10.2020-12-07	H5N8	unknown	environment	eastern asia	36.204824	138.252924	profile002
H5N8.EPI_ISL_16405667.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_17805841.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	36.204824	138.252924	profile002
H5N8.EPI_ISL_1184509.Galliformes.japan.16.2021-02-24	H5N8	Galliformes_domestic	Galliformes	eastern asia	31.9076736	131.4202411	profile002
H5N8.EPI_ISL_4061714.Accipitriformes.japan.10.2021-02-03	H5N8	Accipitriformes_wild	Accipitriformes	eastern asia	44	143	profile002
H5N2.EPI_ISL_1760455.Anseriformes.china.286.2020-11-10	H5N2	Anseriformes_wild	Anseriformes	eastern asia	28.4560996	117.9215965	profile002
H5N8.EPI_ISL_2820501.Anseriformes.china.10.2020-10-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	31.2313805	121.4137827	profile002
H5N8.EPI_ISL_2820479.Anseriformes.china.10.2020-10-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	31.2313805	121.4137827	profile002
H5N8.EPI_ISL_16405661.environment.japan.10.2020-11-23	H5N8	unknown	environment	eastern asia	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_17805861.environment.japan.10.2020-11-23	H5N8	unknown	environment	eastern asia	36.204824	138.252924	profile002
H5N8.EPI_ISL_1273417.Galliformes.japan.10.2020-11-04	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.3429904	134.0376604	profile002
H5N8.EPI_ISL_681290.Galliformes.japan.10.2020-11-07	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.3429904	134.0376604	profile002
H5N8.EPI_ISL_17805918.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	36.204824	138.252924	profile002
H5N8.EPI_ISL_16405669.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_985179.Anseriformes.south_korea.10.2020-11-26	H5N8	Anseriformes_wild	Anseriformes	eastern asia	35.7197	127.1244	profile002
H5N8.EPI_ISL_985186.Anseriformes.south_korea.10.2020-12-09	H5N8	Anseriformes_wild	Anseriformes	eastern asia	34.8679	126.991	profile002
H5N8.EPI_ISL_16405663.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_17805826.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	36.204824	138.252924	profile002
H5N8.EPI_ISL_985181.Anseriformes.south_korea.79.2020-12-04	H5N8	Anseriformes_wild	Anseriformes	eastern asia	34.8679	126.991	profile002
H5N8.EPI_ISL_985185.Galliformes.south_korea.79.2020-12-08	H5N8	Galliformes_wild	Galliformes	eastern asia	44.4957481	11.2946868	profile002
H5N8.EPI_ISL_985200.Anseriformes.south_korea.79.2020-12-22	H5N8	Anseriformes_wild	Anseriformes	eastern asia	36.8	127.7	profile002
H5N8.EPI_ISL_985209.Galliformes.south_korea.79.2020-12-28	H5N8	Galliformes_domestic	Galliformes	eastern asia	44.4957481	11.2946868	profile002
H5N8.EPI_ISL_1009706.NA.south_korea.79.2020-12-02	H5N8	unknown	NA	eastern asia	36.4919	128.8889	profile002
H5N8.EPI_ISL_985195.Galliformes.south_korea.79.2020-12-16	H5N8	Galliformes_domestic	Galliformes	eastern asia	44.4957481	11.2946868	profile002
H5N8.EPI_ISL_985208.Anseriformes.south_korea.79.2020-12-27	H5N8	Anseriformes_wild	Anseriformes	eastern asia	35.7197	127.1244	profile002
H5N8.EPI_ISL_978899.Galliformes.japan.10.2021-02-01	H5N8	Galliformes_domestic	Galliformes	eastern asia	36.2869206	140.4245143	profile002
H5N8.EPI_ISL_17086340.Galliformes.japan.NA.2021-02-02	H5N8	Galliformes_domestic	Galliformes	eastern asia	36.2869206	140.4245143	profile002
H5N8.EPI_ISL_4061713.Anseriformes.japan.10.2021-02-08	H5N8	Anseriformes_wild	Anseriformes	eastern asia	37.7607226	140.4733561	profile002
H5N8.EPI_ISL_985183.Galliformes.south_korea.16.2020-12-07	H5N8	Galliformes_wild	Galliformes	eastern asia	36.8	127.7	profile002
H5N8.EPI_ISL_14770166.Anseriformes.china.16.2020-11-23	H5N8	Anseriformes_wild	Anseriformes	eastern asia	36.674306	117.059933	profile002
H5N8.EPI_ISL_17086227.environment.japan.NA.2020-11-25	H5N8	unknown	environment	eastern asia	33.5903547	130.4017155	profile002
H5N8.EPI_ISL_1009684.Anseriformes.south_korea.16.2020-12-30	H5N8	Anseriformes_wild	Anseriformes	eastern asia	35.7197	127.1244	profile002
H5N8.EPI_ISL_1009705.Anseriformes.south_korea.10.2020-12-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	36.5184	126.8	profile002
H5N8.EPI_ISL_708706.Galliformes.japan.10.2020-12-01	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.3429904	134.0376604	profile002
H5N8.EPI_ISL_1041176.Strigiformes.japan.10.2021-02-16	H5N8	Strigiformes_wild	Strigiformes	eastern asia	36.3813638	139.7303175	profile002
H5N8.EPI_ISL_17086342.environment.japan.NA.2020-11-16	H5N8	unknown	environment	eastern asia	37.9161924	139.0364126	profile002
H5N8.EPI_ISL_16405678.environment.japan.10.2020-12-21	H5N8	unknown	environment	eastern asia	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_17805814.environment.japan.10.2020-12-21	H5N8	unknown	environment	eastern asia	36.204824	138.252924	profile002
H5N8.EPI_ISL_17805820.NA.japan.10.2021-02-05	H5N8	unknown	NA	eastern asia	36.204824	138.252924	profile002
H5N8.EPI_ISL_16718464.Gruiformes.japan.10.2021-02-05	H5N8	Gruiformes_wild	Gruiformes	eastern asia	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_666687.Anseriformes.south_korea.10.2020-10-24	H5N8	Anseriformes_wild	Anseriformes	eastern asia	44.4957481	11.2946868	profile002
H5N8.EPI_ISL_4030493.environment.japan.NA.2020-12-09	H5N8	unknown	environment	eastern asia	35.5011326	134.2350914	profile002
H5N8.EPI_ISL_1009697.NA.south_korea.16.2020-11-23	H5N8	unknown	NA	eastern asia	35.7197	127.1244	profile002
H5N8.EPI_ISL_1009681.Galliformes.south_korea.16.2020-12-29	H5N8	Galliformes_domestic	Galliformes	eastern asia	36.5184	126.8	profile002
H5N8.EPI_ISL_1273411.Galliformes.japan.16.2020-11-24	H5N8	Galliformes_domestic	Galliformes	eastern asia	33.5903547	130.4017155	profile002
H5N8.EPI_ISL_985204.Anseriformes.south_korea.10.2020-12-23	H5N8	Anseriformes_wild	Anseriformes	eastern asia	34.8679	126.991	profile002
H5N8.EPI_ISL_1041180.Anseriformes.japan.10.2021-02-13	H5N8	Anseriformes_wild	Anseriformes	eastern asia	37.9161924	139.0364126	profile002
H5N8.EPI_ISL_17086344.Falconiformes.japan.NA.2020-12-04	H5N8	Falconiformes_wild	Falconiformes	eastern asia	34.6551456	133.9195019	profile002
H5N8.EPI_ISL_1009704.Anseriformes.south_korea.16.2020-12-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	36.5184	126.8	profile002
H5N8.EPI_ISL_710438.Galliformes.japan.16.2020-11-30	H5N8	Galliformes_domestic	Galliformes	eastern asia	31.9076736	131.4202411	profile002
H5N8.EPI_ISL_17086226.environment.japan.NA.2020-11-15	H5N8	unknown	environment	eastern asia	34.3429904	134.0376604	profile002
H5N8.EPI_ISL_15613491.Anseriformes.japan.NA.2021-01-24	H5N8	Anseriformes_wild	Anseriformes	eastern asia	31.9076736	131.4202411	profile002
H5N8.EPI_ISL_1009700.Anseriformes.south_korea.16.2020-11-26	H5N8	Anseriformes_wild	Anseriformes	eastern asia	44.4957481	11.2946868	profile002
H5N8.EPI_ISL_710435.Galliformes.japan.16.2020-12-06	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.3852029	132.4552927	profile002
H5N8.EPI_ISL_710436.Galliformes.japan.16.2020-12-06	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.3852029	132.4552927	profile002
H5N8.EPI_ISL_710451.Galliformes.japan.16.2020-12-05	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.6850869	135.8050002	profile002
H5N8.EPI_ISL_718116.Galliformes.japan.16.2020-12-10	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.6551456	133.9195019	profile002
H5N8.EPI_ISL_732929.Galliformes.japan.16.2020-12-13	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.3429904	134.0376604	profile002
H5N8.EPI_ISL_732932.Galliformes.japan.16.2020-12-15	H5N8	Galliformes_domestic	Galliformes	eastern asia	33.5588035	133.5311675	profile002
